"来源ID","日本名称","学习等级","学习类型","学习对象ID","日本技能/能力名称","日本所属","日本说明","HP消耗","MP消耗","SP消耗（内部TP）","所需AP（记忆容量）","技能类型ID","中文名称","中文技能/能力名称","中文所属","中文说明"
"157","ワームエンプレス","14","能力","7940","MP代替消費100%","特殊アビリティ","SPが枯渇した際、SPの代わりに10倍のMPを消費してスキル発動可能","","","","3","5","蠕虫女皇","MP替代消耗100%","特殊能力","SP枯竭时，消耗10倍MP代替SP发动技能"
"157","ワームエンプレス","15","技能","2798","快楽地獄ワーム","触手技","威力：ＳＳ（魔or器）　対象：敵全体　属性：快楽　効果：ヌルヌル
無数のワームで敵集団を快楽地獄に陥れる触手奥義","0","0","17","","55","蠕虫女皇","快乐地狱蠕虫","触手技","威力：ＳＳ（魔or器）　対象：敵全体　属性：快楽　効果：ヌルヌル
用无数蠕虫使敌群陷入快乐地狱的触手奥义"
"157","ワームエンプレス","16","能力","7580","魔法連撃回数2アップ","魔法アビリティ","魔法連撃スキルのヒット数が2アップ","","","","10","3","蠕虫女皇","魔法连击次数增加2","魔法能力","魔法连击技能的命中次数增加2"
"157","ワームエンプレス","17","能力","7257","リミットバースト","魔法アビリティ","MPが少なくなると魔力と精神力が強化される","","","","5","3","蠕虫女皇","极限爆发","魔法能力","MP减少时魔力和精神力增强"
"157","ワームエンプレス","18","能力","7760","ナイトメア耐性75%","防御アビリティ","ナイトメア属性のダメージを3/4にする","","","","15","4","蠕虫女皇","噩梦耐性75%","防御能力","噩梦属性的伤害降低至3/4"
"157","ワームエンプレス","19","能力","508","ロッドエクスブースター","魔法アビリティ","ロッド装備時、その武器によるダメージが50%アップする","","","","30","3","蠕虫女皇","法杖极限增强","魔法能力","装备法杖时，该武器造成的伤害提升50%"
"157","ワームエンプレス","20","技能","1599","ユニバースワーム","召喚","威力：４Ｓ（魔or器）　対象：敵ランダム8回　属性：ナイトメア　効果：ヌルヌル特攻・拘束
ユニバースワームを呼び出す召喚魔法","0","80","0","","25","蠕虫女皇","宇宙蠕虫","召唤","威力：４Ｓ（魔or器）　対象：敵ランダム8回　属性：ナイトメア　効果：ヌルヌル特攻・拘束
召唤宇宙蠕虫的召唤魔法"
"157","ワームエンプレス","20","能力","9879","ワームエンプレスの証","マスターアビリティ","魔法・特殊APの最大値が5上昇
黒魔法・召喚・触手技ダメージが20%アップ","","","","0","999","蠕虫女皇","蠕虫女皇的证明","大师能力","魔法・特殊AP的最大值增加5
黑魔法・召唤术・触手技的伤害增加20%"
"158","妖魔","2","能力","273","素早さ10%アップ","職技アビリティ","素早さが10%アップする","","","","3","2","妖魔","敏捷提升10%","职技能力","敏捷提升10%"
"158","妖魔","2","能力","451","魔力10%アップ","魔法アビリティ","魔力が10%アップする","","","","3","3","妖魔","魔力提升10%","魔法能力","魔力提升10%"
"158","妖魔","2","技能","2546","毒の魔眼","魔技","対象：敵全体　効果：毒
魔力を込めた瞳で凝視し、敵を毒状態にする","0","3","0","","50","妖魔","毒的魔眼","魔技","対象：敵全体　効果：毒
用充满魔力的眼睛凝视，使敌人陷入中毒状态"
"158","妖魔","3","技能","989","クロスアンブル","尖剣技","威力：Ｄ（力・速）　対象：敵単体2回
洗練されたサーベルさばきで敵単体を2回突く","0","0","3","","8","妖魔","十字漫步","尖剑技","威力：Ｄ（力・速）　対象：敵単体2回
以精湛的剑术刺击单体敌人2次"
"158","妖魔","4","技能","1496","ファイア","黒魔法","威力：Ｄ（魔）　対象：敵単体　属性：炎
敵を焼き尽くす炎の初級魔法","0","3","0","","23","妖魔","火焰","黑魔法","威力：Ｄ（魔）　対象：敵単体　属性：炎
烧尽敌人的初级火魔法"
"158","妖魔","4","技能","1502","ブリザード","黒魔法","威力：Ｄ（魔）　対象：敵単体　属性：氷
敵を凍てつかせる氷の初級魔法","0","3","0","","23","妖魔","暴雪","黑魔法","威力：Ｄ（魔）　対象：敵単体　属性：氷
将敌人冻结的冰之初级魔法"
"158","妖魔","4","技能","1508","サンダー","黒魔法","威力：Ｄ（魔）　対象：敵単体　属性：雷
敵に電撃を落とす雷の初級魔法","0","3","0","","23","妖魔","雷电","黑魔法","威力：Ｄ（魔）　対象：敵単体　属性：雷
向敌人降下电击的雷之初级魔法"
"158","妖魔","4","技能","2547","暗闇の魔眼","魔技","対象：敵全体　効果：暗闇
魔力を込めた瞳で凝視し、敵を暗闇状態にする","0","3","0","","50","妖魔","黑暗的魔眼","魔技","対象：敵全体　効果：暗闇
用充满魔力的眼睛凝视，使敌人陷入黑暗状态"
"158","妖魔","5","能力","665","バーン回避","防御アビリティ","バーン状態を50%の確率で無効化する","","","","2","4","妖魔","燃烧回避","防御能力","燃烧状态50%的概率无效化"
"158","妖魔","6","技能","2548","沈黙の魔眼","魔技","対象：敵全体　効果：沈黙
魔力を込めた瞳で凝視し、敵を沈黙状態にする","0","3","0","","50","妖魔","沉默的魔眼","魔技","対象：敵全体　効果：沈黙
用充满魔力的眼睛凝视，使敌人陷入沉默状态"
"158","妖魔","7","技能","2519","ファイアワルツ","魔技","威力：Ｄ（全）　対象：敵全体　属性：炎
炎を発生させ敵を焼き尽くす魔技","0","5","0","","50","妖魔","火焰华尔兹","魔技","威力：Ｄ（全）　対象：敵全体　属性：炎
产生火焰烧尽敌人的魔技"
"158","妖魔","8","技能","2551","麻痺の魔眼","魔技","対象：敵全体　効果：麻痺
魔力を込めた瞳で凝視し、敵を麻痺状態にする","0","5","0","","50","妖魔","麻痹的魔眼","魔技","対象：敵全体　効果：麻痺
用充满魔力的眼睛凝视，使敌人陷入麻痹状态"
"158","妖魔","9","能力","598","炎ダメージ軽減","防御アビリティ","炎属性のダメージを3/4にする","","","","5","4","妖魔","炎伤害减轻","防御能力","炎属性的伤害降低至3/4"
"158","妖魔","9","技能","986","Vスラッシュ","尖剣技","威力：Ｃ（力・速）　対象：敵単体2回
Vの字に敵を切り裂く華麗な尖剣技","0","0","4","","8","妖魔","V斩击","尖剑技","威力：Ｃ（力・速）　対象：敵単体2回
以V字形切开敌人的华丽尖锐剑技"
"158","妖魔","10","技能","2550","睡眠の魔眼","魔技","対象：敵全体　効果：睡眠
魔力を込めた瞳で凝視し、敵を睡眠状態にする","0","5","0","","50","妖魔","睡眠的魔眼","魔技","対象：敵全体　効果：睡眠
用充满魔力的眼睛凝视，使敌人陷入睡眠状态"
"159","上級妖魔","2","技能","990","トライジャッド","尖剣技","威力：Ｂ（力・速）　対象：敵単体3回
卓越したサーベルさばきで敵単体を3回突く","0","0","5","","8","上级妖魔","三重审判","尖剑技","威力：Ｂ（力・速）　対象：敵単体3回
以卓越的剑术刺击单体敌人3次"
"159","上級妖魔","2","技能","1497","メガファイア","黒魔法","威力：Ｃ（魔）　対象：敵全体　属性：炎
敵の群れを焼き尽くす炎の魔法","0","7","0","","23","上级妖魔","大火焰","黑魔法","威力：Ｃ（魔）　対象：敵全体　属性：炎
烧尽敌人群体的火魔法"
"159","上級妖魔","2","技能","1503","メガブリザード","黒魔法","威力：Ｃ（魔）　対象：敵全体　属性：氷
敵の群れを凍てつかせる氷の魔法","0","7","0","","23","上级妖魔","大暴雪","黑魔法","威力：Ｃ（魔）　対象：敵全体　属性：氷
将敌人群体冻结的冰之魔法"
"159","上級妖魔","2","技能","1509","メガサンダー","黒魔法","威力：Ｃ（魔）　対象：敵全体　属性：雷
敵の群れに電撃を落とす雷の魔法","0","7","0","","23","上级妖魔","大雷电","黑魔法","威力：Ｃ（魔）　対象：敵全体　属性：雷
对敌群降下雷击的雷魔法"
"159","上級妖魔","3","能力","452","魔力20%アップ","魔法アビリティ","魔力が20%アップする","","","","5","3","上级妖魔","魔力提升20%","魔法能力","魔力提升20%"
"159","上級妖魔","3","能力","666","バーン無効","防御アビリティ","バーン状態を完全に無効化する","","","","4","4","上级妖魔","燃烧无效","防御能力","燃烧状态完全无效化"
"159","上級妖魔","4","能力","599","炎ダメージ半減","防御アビリティ","炎属性のダメージを半分にする","","","","10","4","上级妖魔","炎伤害减半","防御能力","炎属性的伤害减半"
"159","上級妖魔","5","技能","2520","フレアロンド","魔技","威力：Ｂ（全）　対象：敵全体　属性：炎
業火を発生させ敵を薙ぎ払う魔技","0","12","0","","50","上级妖魔","烈焰轮舞","魔技","威力：Ｂ（全）　対象：敵全体　属性：炎
燃起焚天业火，将敌军一举扫荡的魔技"
"159","上級妖魔","6","能力","140","炎属性付加","戦技アビリティ","物理攻撃に炎属性を付加する","","","","15","1","上级妖魔","炎属性附加","战技能力","物理攻击附加炎属性"
"159","上級妖魔","7","技能","991","フォティトゥリア","尖剣技","威力：Ａ（力・速）　対象：敵ランダム3回　属性：炎
舞うように繰り出される炎の乱撃","0","0","6","","8","上级妖魔","光辉裁决","尖剑技","威力：Ａ（力・速）　対象：敵ランダム3回　属性：炎
如舞蹈般挥出的炎之乱击"
"159","上級妖魔","8","能力","331","物理攻撃バーン付加10%","職技アビリティ","物理攻撃に10%のバーン効果が付加する","","","","10","2","上级妖魔","物理攻击燃烧附加10%","职技能力","物理攻击附加10%的燃烧效果"
"159","上級妖魔","9","能力","470","炎ブースター","魔法アビリティ","炎属性のダメージが15%アップする","","","","8","3","上级妖魔","炎增强","魔法能力","炎属性的伤害提升15%"
"159","上級妖魔","9","能力","807","魔技ブースター","特殊アビリティ","「魔技」によるダメージが15%アップする","","","","10","5","上级妖魔","魔技增强","特殊能力","「魔技」造成的伤害增加15%"
"159","上級妖魔","10","技能","2561","誘惑の魔眼","魔技","対象：敵全体　効果：誘惑
魔力を込めた瞳で凝視し、敵を誘惑状態にする","0","5","0","","50","上级妖魔","诱惑的魔眼","魔技","対象：敵全体　効果：誘惑
用充满魔力的眼睛凝视，使敌人陷入诱惑状态"
"160","妖魔貴族","2","技能","994","ゼクスルージュ","尖剣技","威力：Ｓ（力・速）　対象：敵単体6回
神業のサーベルさばきで敵単体に六連撃を仕掛ける","0","0","10","","8","妖魔贵族","胭红六刃","尖剑技","威力：Ｓ（力・速）　対象：敵単体6回
神技般的剑术对单体敌人施展六连击"
