"产物ID","产物名称","产物种类","配方ID","合成方案","中文合成方案","中文产物名称"
"262","ホーリーティアラ","防具","143","金币：250；材料：防具 ID 261「ゴールドティアラ」×1；物品 ID 75「聖石」×1","金币：250；材料：防具 ID 261「黄金冠饰」×1；物品 ID 75「圣石」×1","神圣冠饰"
"263","ラミアンクラウン","防具","203","金币：500；材料：防具 ID 262「ホーリーティアラ」×1；物品 ID 193「魅惑の蛇尾」×1","金币：500；材料：防具 ID 262「神圣冠饰」×1；物品 ID 193「魅惑的蛇尾」×1","拉米亚王冠"
"265","マーメイドクラウン","防具","243","金币：250；材料：防具 ID 264「ヒュプノクラウン」×1；物品 ID 204「人魚の鱗」×1","金币：250；材料：防具 ID 264「催眠王冠」×1；物品 ID 204「人鱼的鳞片」×1","人鱼王冠"
"266","メデューサクラウン","防具","332","金币：300；材料：防具 ID 264「ヒュプノクラウン」×1；物品 ID 220「メデューサの蛇」×1","金币：300；材料：防具 ID 264「催眠王冠」×1；物品 ID 220「美杜莎的蛇」×1","美杜莎王冠"
"267","ティアラオブティアーズ","防具","389","金币：400；材料：防具 ID 264「ヒュプノクラウン」×1；物品 ID 230「涙の魔石」×1","金币：400；材料：防具 ID 264「催眠王冠」×1；物品 ID 230「泪的魔石」×1","泪之冠饰"
"273","木の盾改","防具","17","金币：10；材料：防具 ID 272「木の盾」×1；物品 ID 165「ネバネバ粘液」×1","金币：10；材料：防具 ID 272「木盾」×1；物品 ID 165「黏糊糊粘液」×1","改良木盾"
"275","フェザーシールド","防具","204","金币：100；材料：防具 ID 274「軽量シールド」×1；物品 ID 192「不思議な羽根」×1","金币：100；材料：防具 ID 274「轻量盾」×1；物品 ID 192「不可思议的羽毛」×1","羽盾"
"276","シャインディフレクター","防具","390","金币：350；材料：防具 ID 275「フェザーシールド」×1；物品 ID 227「輝く羽根」×1","金币：350；材料：防具 ID 275「羽盾」×1；物品 ID 227「闪耀的羽毛」×1","闪光反射盾"
"281","青銅の盾改","防具","11","金币：14；材料：防具 ID 280「青銅の盾」×1；物品 ID 161「ヌルヌル粘液」×1","金币：14；材料：防具 ID 280「青铜盾」×1；物品 ID 161「黏滑粘液」×1","青铜盾改"
"283","風の盾","防具","36","金币：28；材料：防具 ID 282「アイアンシールド」×1；物品 ID 63「風石」×1","金币：28；材料：防具 ID 282「铁盾」×1；物品 ID 63「风石」×1","风之盾"
"284","珊瑚の盾","防具","85","金币：48；材料：防具 ID 282「アイアンシールド」×1；物品 ID 171「綺麗な珊瑚」×1","金币：48；材料：防具 ID 282「铁盾」×1；物品 ID 171「美丽的珊瑚」×1","珊瑚盾"
"285","大海の盾","防具","111","金币：75；材料：防具 ID 284「珊瑚の盾」×1；物品 ID 71「水石」×1","金币：75；材料：防具 ID 284「珊瑚盾」×1；物品 ID 71「水石」×1","大海盾"
"287","ミスリルシールド・エア","防具","176","金币：190；材料：防具 ID 286「ミスリルシールド」×1；物品 ID 64「緑風石」×1","金币：190；材料：防具 ID 286「秘银盾」×1；物品 ID 64「绿风石」×1","秘银盾・风"
"288","ミスリルシールド・アース","防具","224","金币：220；材料：防具 ID 286「ミスリルシールド」×1；物品 ID 68「橙土石」×1","金币：220；材料：防具 ID 286「秘银盾」×1；物品 ID 68「橙土石」×1","秘银盾・土"
"289","ミスリルシールド・アクア","防具","244","金币：120；材料：防具 ID 286「ミスリルシールド」×1；物品 ID 72「青水石」×1","金币：120；材料：防具 ID 286「秘银盾」×1；物品 ID 72「青水石」×1","秘银盾・水"
"290","河童の盾","防具","286","金币：150；材料：防具 ID 286「ミスリルシールド」×1；物品 ID 212「河童の皿」×1","金币：150；材料：防具 ID 286「秘银盾」×1；物品 ID 212「河童之盘」×1","河童盾"
"295","フレイムシールド","防具","60","金币：58；材料：防具 ID 294「ゴールドシールド」×1；物品 ID 51「炎石」×1","金币：58；材料：防具 ID 294「金盾」×1；物品 ID 51「炎石」×1","火焰之盾"
"296","アイスシールド","防具","61","金币：58；材料：防具 ID 294「ゴールドシールド」×1；物品 ID 55「氷石」×1","金币：58；材料：防具 ID 294「金盾」×1；物品 ID 55「冰石」×1","冰霜之盾"
"297","ゴールドシールド改","防具","86","金币：65；材料：防具 ID 294「ゴールドシールド」×1；物品 ID 173「丈夫な蹄」×1","金币：65；材料：防具 ID 294「金盾」×1；物品 ID 173「坚固的蹄」×1","金盾改"
"299","聖なる盾改","防具","144","金币：150；材料：防具 ID 298「聖なる盾」×1；物品 ID 180「貴重な羊皮紙」×1","金币：150；材料：防具 ID 298「神圣之盾」×1；物品 ID 180「珍贵的羊皮纸」×1","神圣之盾改"
"301","ダークシールド改","防具","177","金币：300；材料：防具 ID 300「ダークシールド」×1；物品 ID 185「幽霊の髪」×1","金币：300；材料：防具 ID 300「黑暗之盾」×1；物品 ID 185「幽灵的头发」×1","黑暗之盾改"
"303","ドラゴンシールド改","防具","205","金币：220；材料：防具 ID 302「ドラゴンシールド」×1；物品 ID 197「竜の鱗」×1","金币：220；材料：防具 ID 302「龙之盾牌」×1；物品 ID 197「龙鳞」×1","龙之盾牌改"
"305","クリスタルの盾改","防具","245","金币：200；材料：防具 ID 304「クリスタルの盾」×1；物品 ID 201「魔虫の表皮」×1","金币：200；材料：防具 ID 304「水晶制盾」×1；物品 ID 201「魔虫的表皮」×1","水晶制盾改"
"309","竜鱗の盾・強殻","防具","309","金币：410；材料：防具 ID 307「竜鱗の盾」×1；物品 ID 214「魔虫の羽根」×1","金币：410；材料：防具 ID 307「龙鳞制盾」×1；物品 ID 214「魔虫之羽」×1","龙鳞制盾・强壳"
"311","レッドシールド","防具","352","金币：550；材料：防具 ID 310「グレートシールド」×1；物品 ID 52「紅炎石」×1","金币：550；材料：防具 ID 310「巨盾」×1；物品 ID 52「红炎石」×1","红盾"
"313","オリハルコンの盾改","防具","391","金币：730；材料：防具 ID 312「オリハルコンの盾」×1；物品 ID 231「魔虫の甲殻」×1","金币：730；材料：防具 ID 312「奥利哈钢制盾」×1；物品 ID 231「魔虫的甲壳」×1","奥利哈钢制盾改"
"315","プリズムシールド・マグナ","防具","414","金币：900；材料：防具 ID 314「プリズムシールド」×1；物品 ID 69「土流橙土石」×1","金币：900；材料：防具 ID 314「棱镜盾」×1；物品 ID 69「土流橙土石」×1","棱镜盾・玛格纳"
"317","自己増殖装甲板","防具","457","金币：1500；材料：防具 ID 316「超装甲板」×1；物品 ID 240「イデア細胞」×1","金币：1500；材料：防具 ID 316「超装甲板」×1；物品 ID 240「伊迪亚细胞」×1","自我增殖装甲板"
"319","流星の聖盾","防具","510","金币：4100；材料：防具 ID 318「流星の盾」×1；物品 ID 252「奇跡の羽根」×1","金币：4100；材料：防具 ID 318「流星制盾」×1；物品 ID 252「奇迹的羽毛」×1","流星制圣盾"
"320","流星の魔盾","防具","511","金币：4100；材料：防具 ID 318「流星の盾」×1；物品 ID 251「妖艶なる尻尾」×1","金币：4100；材料：防具 ID 318「流星制盾」×1；物品 ID 251「妖艳的尾巴」×1","流星制魔盾"
"324","スクトゥム","防具","574","金币：6500；材料：防具 ID 323「ホプリテス」×1；物品 ID 256「恩寵の羽根」×1","金币：6500；材料：防具 ID 323「霍普利特」×1；物品 ID 256「恩宠的羽毛」×1","斯库托姆"
"326","ダブルドラゴンシールド","防具","575","金币：6500；材料：防具 ID 303「ドラゴンシールド改」×1；防具 ID 309「竜鱗の盾・強殻」×1；物品 ID 247「覇竜の牙」×1","金币：6500；材料：防具 ID 303「龙之盾牌改」×1；防具 ID 309「龙鳞制盾・强壳」×1；物品 ID 247「霸龙的牙齿」×1","双龙之盾牌"
"327","北覇玄武の盾","防具","583","金币：7000；材料：防具 ID 308「玄武の盾」×1；物品 ID 254「強靱なる蛇尾」×1","金币：7000；材料：防具 ID 308「玄武之盾」×1；物品 ID 254「坚韧的蛇尾」×1","北霸玄武之盾"
"329","熾天使の盾","防具","669","金币：7800；材料：防具 ID 299「聖なる盾改」×1；防具 ID 319「流星の聖盾」×1；物品 ID 263「神物の破片」×1","金币：7800；材料：防具 ID 299「神圣之盾改」×1；防具 ID 319「流星制圣盾」×1；物品 ID 263「神物碎片」×1","炽天使之盾"
"330","アサルトシールド","防具","670","金币：7800；材料：防具 ID 306「バトルシールド」×1；物品 ID 262「神々しい花びら」×1","金币：7800；材料：防具 ID 306「战斗之盾」×1；物品 ID 262「神圣花瓣」×1","突击盾"
"331","バイオナノシールド","防具","676","金币：8000；材料：防具 ID 317「自己増殖装甲板」×1；物品 ID 264「オズマ細胞」×1；物品 ID 265「ナノ歯車」×1","金币：8000；材料：防具 ID 317「自我增殖装甲板」×1；物品 ID 264「奥兹玛细胞」×1；物品 ID 265「纳米齿轮」×1","生化纳米盾"
"385","シーフの疾風衣","防具","496","金币：2700；材料：防具 ID 8「疾風の服」×1；物品 ID 244「覇獣の爪」×1","金币：2700；材料：防具 ID 8「疾风的服装」×1；物品 ID 244「霸兽的爪子」×1","盗贼的疾风衣"
"388","パンデモニウム＋","防具","561","金币：3300；材料：防具 ID 15「パンデモニウム」×1；物品 ID 257「偉大なる花びら」×1","金币：3300；材料：防具 ID 15「万魔殿」×1；物品 ID 257「伟大的花瓣」×1","万魔殿＋"
"391","竜脈の巫女服","防具","589","金币：3800；材料：防具 ID 12「祝福の巫女服」×1；防具 ID 16「輝きの巫女服」×1；物品 ID 267「極竜の牙」×1","金币：3800；材料：防具 ID 12「祝福的巫女服」×1；防具 ID 16「光辉的巫女服」×1；物品 ID 267「极龙之牙」×1","龙脉的巫女服"
"393","神民服","防具","644","金币：4200；材料：防具 ID 386「一級市民の服」×1；物品 ID 262「神々しい花びら」×1","金币：4200；材料：防具 ID 386「一级市民的服装」×1；物品 ID 262「神圣花瓣」×1","神民服"
"394","パンデモニウム＋＋","防具","645","金币：4200；材料：防具 ID 388「パンデモニウム＋」×1；物品 ID 262「神々しい花びら」×1","金币：4200；材料：防具 ID 388「万魔殿＋」×1；物品 ID 262「神圣花瓣」×1","万魔殿＋＋"
"397","銃士のコート・改","防具","733","金币：4700；材料：防具 ID 392「銃士のコート」×1；物品 ID 269「終蟲の甲殻」×1","金币：4700；材料：防具 ID 392「铳手的长大衣」×1；物品 ID 269「终虫甲壳」×1","铳手大衣・改"
"399","医者の白衣・改","防具","837","金币：6000；材料：防具 ID 389「医者の白衣」×1；物品 ID 285「モルボルの花びら」×1","金币：6000；材料：防具 ID 389「医生的白大褂」×1；物品 ID 285「魔界花的花瓣」×1","医生白大褂・改"
"400","技師の白衣・改","防具","836","金币：6000；材料：防具 ID 390「技師の白衣」×1；物品 ID 278「最終歯車」×1","金币：6000；材料：防具 ID 390「技师的白大褂」×1；物品 ID 278「最终齿轮」×1","技师白大褂・改"
"401","輝光神服","防具","838","金币：6100；材料：防具 ID 391「竜脈の巫女服」×1；防具 ID 393「神民服」×1；防具 ID 394「パンデモニウム＋＋」×1；物品 ID 277「究極の羽根」×1","金币：6100；材料：防具 ID 391「龙脉的巫女服」×1；防具 ID 393「神民服」×1；防具 ID 394「万魔殿＋＋」×1；物品 ID 277「究极之羽」×1","辉光神服"
"402","ナイチンゲール","防具","970","金币：9000；材料：防具 ID 399「医者の白衣・改」×1；物品 ID 2「高級薬草」×1","金币：9000；材料：防具 ID 399「医生白大褂・改」×1；物品 ID 2「高级药草」×1","南丁格尔"
"402","ナイチンゲール","防具","2052","金币：9000；材料：防具 ID 399「医者の白衣・改」×1；物品 ID 829「蒼天の羽根」×1","金币：9000；材料：防具 ID 399「医生白大褂・改」×1；物品 ID 829「苍天的羽毛」×1","南丁格尔"
"403","サンタナ","防具","1005","金币：10000；材料：防具 ID 385「シーフの疾風衣」×1；物品 ID 2「高級薬草」×1","金币：10000；材料：防具 ID 385「盗贼的疾风衣」×1；物品 ID 2「高级药草」×1","桑塔纳"
"403","サンタナ","防具","2087","金币：10000；材料：防具 ID 385「シーフの疾風衣」×1；物品 ID 833「竜王の牙」×1","金币：10000；材料：防具 ID 385「盗贼的疾风衣」×1；物品 ID 833「龙王的牙齿」×1","桑塔纳"
"404","ガンスリンガーコート","防具","1067","金币：12000；材料：防具 ID 397「銃士のコート・改」×1；物品 ID 2「高級薬草」×1","金币：12000；材料：防具 ID 397「铳手大衣・改」×1；物品 ID 2「高级药草」×1","枪手大衣"
