"怪物ID","怪物名字","物品类型","物品ID","物品名字","获取方式","中文怪物名字","中文物品名字"
"43","ナマズ娘","物品","1043","ナマズ娘のミルク","可偷牛奶","鲶鱼娘","鲶鱼娘的乳汁"
"44","ラフレシア娘","物品","1","薬草","掉落","霸王花娘","药草"
"44","ラフレシア娘","物品","321","とうがらし","掉落","霸王花娘","辣椒"
"44","ラフレシア娘","物品","163","魔葉","掉落","霸王花娘","魔叶"
"44","ラフレシア娘","物品","1","薬草","可偷物品","霸王花娘","药草"
"44","ラフレシア娘","防具","1721","守護香","可偷物品","霸王花娘","守护香"
"44","ラフレシア娘","物品","321","とうがらし","可偷食材","霸王花娘","辣椒"
"44","ラフレシア娘","物品","163","魔葉","可偷素材","霸王花娘","魔叶"
"44","ラフレシア娘","物品","1044","ラフレシア娘のミルク","可偷牛奶","霸王花娘","霸王花娘的乳汁"
"45","セントール","物品","14","目薬","掉落","半人马","眼药水"
"45","セントール","物品","173","丈夫な蹄","掉落","半人马","坚固的蹄"
"45","セントール","防具","4","レザーベスト","掉落","半人马","皮革背心"
"45","セントール","物品","173","丈夫な蹄","可偷物品","半人马","坚固的蹄"
"45","セントール","防具","1730","修行リスト","可偷物品","半人马","修行手环"
"45","セントール","物品","310","にんじん","可偷食材","半人马","胡萝卜"
"45","セントール","物品","173","丈夫な蹄","可偷素材","半人马","坚固的蹄"
"45","セントール","物品","1045","セントールのミルク","可偷牛奶","半人马","半人马的乳汁"
"46","銀狐二尾","物品","1","薬草","掉落","银狐二尾","药草"
"46","銀狐二尾","物品","333","あぶらあげ","掉落","银狐二尾","油豆腐"
"46","銀狐二尾","物品","174","ふわふわしっぽ","掉落","银狐二尾","蓬松尾巴"
"46","銀狐二尾","物品","174","ふわふわしっぽ","可偷物品","银狐二尾","蓬松尾巴"
"46","銀狐二尾","物品","67","土石","可偷物品","银狐二尾","土石"
"46","銀狐二尾","物品","370","いなりずし","可偷食材","银狐二尾","稻荷寿司"
"46","銀狐二尾","物品","174","ふわふわしっぽ","可偷素材","银狐二尾","蓬松尾巴"
"46","銀狐二尾","防具","1821","妖狐のひよこパンツ","可偷内裤","银狐二尾","妖狐的小鸡内裤"
"46","銀狐二尾","物品","1046","銀狐二尾のミルク","可偷牛奶","银狐二尾","银狐二尾的乳汁"
"47","かむろ二尾","物品","1","薬草","掉落","神室二尾","药草"
"47","かむろ二尾","物品","174","ふわふわしっぽ","掉落","神室二尾","蓬松尾巴"
"47","かむろ二尾","物品","67","土石","掉落","神室二尾","土石"
"47","かむろ二尾","物品","1","薬草","可偷物品","神室二尾","药草"
"47","かむろ二尾","防具","1061","不思議なかんざし","可偷物品","神室二尾","不可思议的发簪"
"47","かむろ二尾","物品","333","あぶらあげ","可偷食材","神室二尾","油豆腐"
"47","かむろ二尾","物品","174","ふわふわしっぽ","可偷素材","神室二尾","蓬松尾巴"
"47","かむろ二尾","防具","1822","かむろのパンツ","可偷内裤","神室二尾","神室的内裤"
"47","かむろ二尾","物品","1047","かむろ二尾のミルク","可偷牛奶","神室二尾","神室二尾的乳汁"
"48","クモ娘","物品","13","毒消し草","掉落","蜘蛛娘","解毒草"
"48","クモ娘","物品","432","ほしにく","掉落","蜘蛛娘","干肉"
"48","クモ娘","物品","175","蜘蛛の糸","掉落","蜘蛛娘","蜘蛛之丝"
"48","クモ娘","物品","13","毒消し草","可偷物品","蜘蛛娘","解毒草"
"48","クモ娘","防具","163","あぶない水着","可偷物品","蜘蛛娘","危险泳装"
"48","クモ娘","物品","432","ほしにく","可偷食材","蜘蛛娘","干肉"
"48","クモ娘","物品","175","蜘蛛の糸","可偷素材","蜘蛛娘","蜘蛛之丝"
"48","クモ娘","物品","1048","クモ娘のミルク","可偷牛奶","蜘蛛娘","蜘蛛娘的乳汁"
"49","ミミック娘","物品","36","幸せの種","掉落","宝箱娘","幸福之种"
"49","ミミック娘","物品","161","ヌルヌル粘液","掉落","宝箱娘","黏滑粘液"
"49","ミミック娘","物品","32","小さなメダル","掉落","宝箱娘","小奖章"
"49","ミミック娘","物品","11","フェニックスの尾","可偷物品","宝箱娘","凤凰之尾"
"49","ミミック娘","物品","32","小さなメダル","可偷物品","宝箱娘","小奖章"
"49","ミミック娘","物品","359","ピザ","可偷食材","宝箱娘","披萨"
"49","ミミック娘","物品","161","ヌルヌル粘液","可偷素材","宝箱娘","黏滑粘液"
"49","ミミック娘","防具","1823","ミミックパンツ","可偷内裤","宝箱娘","宝箱怪内裤"
"49","ミミック娘","物品","1049","ミミック娘のミルク","可偷牛奶","宝箱娘","宝箱娘的乳汁"
"50","七尾","物品","5","エルフの霊薬","掉落","七尾","精灵的灵药"
"50","七尾","物品","28","魔力の種","掉落","七尾","魔力之种"
"50","七尾","物品","174","ふわふわしっぽ","掉落","七尾","蓬松尾巴"
"50","七尾","物品","1050","七尾のミルク","可偷牛奶","七尾","七尾的乳汁"
"51","モリガン","物品","2","高級薬草","掉落","摩莉甘","高级药草"
"51","モリガン","物品","181","淫魔の尻尾","掉落","摩莉甘","淫魔的尾巴"
"51","モリガン","防具","126","白のローブ","掉落","摩莉甘","白长袍"
"51","モリガン","防具","1824","モリガンパンツ","可偷内裤","摩莉甘","摩莉甘内裤"
"51","モリガン","物品","1051","モリガンのミルク","可偷牛奶","摩莉甘","摩莉甘的乳汁"
"52","ナマコ娘","物品","2","高級薬草","掉落","海参娘","高级药草"
"52","ナマコ娘","物品","171","綺麗な珊瑚","掉落","海参娘","美丽的珊瑚"
"52","ナマコ娘","物品","71","水石","掉落","海参娘","水石"
"52","ナマコ娘","物品","2","高級薬草","可偷物品","海参娘","高级药草"
"52","ナマコ娘","物品","71","水石","可偷物品","海参娘","水石"
"52","ナマコ娘","物品","322","さかな","可偷食材","海参娘","鱼"
"52","ナマコ娘","物品","171","綺麗な珊瑚","可偷素材","海参娘","美丽的珊瑚"
"52","ナマコ娘","物品","1052","ナマコ娘のミルク","可偷牛奶","海参娘","海参娘的乳汁"
"53","貝娘","物品","2","高級薬草","掉落","贝娘","高级药草"
"53","貝娘","物品","176","頑丈な貝殻","掉落","贝娘","坚固的贝壳"
"53","貝娘","物品","389","味噌汁","掉落","贝娘","味噌汤"
"53","貝娘","物品","2","高級薬草","可偷物品","贝娘","高级药草"
"53","貝娘","物品","27","守りの種","可偷物品","贝娘","守护之种"
"53","貝娘","物品","389","味噌汁","可偷食材","贝娘","味噌汤"
"53","貝娘","物品","176","頑丈な貝殻","可偷素材","贝娘","坚固的贝壳"
"53","貝娘","物品","1053","貝娘のミルク","可偷牛奶","贝娘","贝娘的乳汁"
"54","カニ娘","物品","17","満月草","掉落","螃蟹娘","满月草"
"54","カニ娘","物品","326","カニ","掉落","螃蟹娘","蟹"
"54","カニ娘","物品","171","綺麗な珊瑚","掉落","螃蟹娘","美丽的珊瑚"
"54","カニ娘","物品","17","満月草","可偷物品","螃蟹娘","满月草"
"54","カニ娘","防具","1558","パラライチェック","可偷物品","螃蟹娘","麻痹抵抗"
"54","カニ娘","物品","326","カニ","可偷食材","螃蟹娘","蟹"
"54","カニ娘","物品","171","綺麗な珊瑚","可偷素材","螃蟹娘","美丽的珊瑚"
"54","カニ娘","物品","1054","カニ娘のミルク","可偷牛奶","螃蟹娘","螃蟹娘的乳汁"
"55","スライムベス娘","物品","2","高級薬草","掉落","史莱姆贝丝娘","高级药草"
"55","スライムベス娘","物品","414","チョコレート","掉落","史莱姆贝丝娘","巧克力"
"55","スライムベス娘","物品","177","にゅるにゅるゼリー","掉落","史莱姆贝丝娘","滑溜溜果冻"
"55","スライムベス娘","物品","2","高級薬草","可偷物品","史莱姆贝丝娘","高级药草"
"55","スライムベス娘","防具","1375","粘液技の書","可偷物品","史莱姆贝丝娘","粘液技之书"
"55","スライムベス娘","物品","329","肉","可偷食材","史莱姆贝丝娘","肉"
"55","スライムベス娘","物品","177","にゅるにゅるゼリー","可偷素材","史莱姆贝丝娘","滑溜溜果冻"
"55","スライムベス娘","物品","1055","スライムベス娘のミルク","可偷牛奶","史莱姆贝丝娘","史莱姆贝丝娘的乳汁"
"56","スイカ娘","物品","304","さくらんぼ","掉落","西瓜娘","樱桃"
"56","スイカ娘","物品","163","魔葉","掉落","西瓜娘","魔叶"
"56","スイカ娘","防具","1537","ステータスチェック","掉落","西瓜娘","弱化抵抗"
"56","スイカ娘","物品","163","魔葉","可偷物品","西瓜娘","魔叶"
"56","スイカ娘","武器","8","メイジマッシャー","可偷物品","西瓜娘","法师杀手"
"56","スイカ娘","物品","304","さくらんぼ","可偷食材","西瓜娘","樱桃"
"56","スイカ娘","物品","163","魔葉","可偷素材","西瓜娘","魔叶"
"56","スイカ娘","物品","1056","スイカ娘のミルク","可偷牛奶","西瓜娘","西瓜娘的乳汁"
"57","ウツボカズラ娘","物品","2","高級薬草","掉落","猪笼草娘","高级药草"
"57","ウツボカズラ娘","物品","448","カブトムシ","掉落","猪笼草娘","独角仙"
"57","ウツボカズラ娘","物品","163","魔葉","掉落","猪笼草娘","魔叶"
"57","ウツボカズラ娘","物品","2","高級薬草","可偷物品","猪笼草娘","高级药草"
"57","ウツボカズラ娘","防具","1576","メルトチェック","可偷物品","猪笼草娘","消化抵抗"
"57","ウツボカズラ娘","物品","337","イチゴジャム","可偷食材","猪笼草娘","草莓酱"
"57","ウツボカズラ娘","物品","163","魔葉","可偷素材","猪笼草娘","魔叶"
"57","ウツボカズラ娘","物品","1057","ウツボカズラ娘のミルク","可偷牛奶","猪笼草娘","猪笼草娘的乳汁"
"58","ラミア","物品","16","気付け薬","掉落","拉米亚","提神药"
"58","ラミア","物品","178","ラミアの尾","掉落","拉米亚","拉米亚的尾巴"
"58","ラミア","武器","703","大地の鉄球","掉落","拉米亚","大地铁球"
"58","ラミア","物品","16","気付け薬","可偷物品","拉米亚","提神药"
"58","ラミア","防具","1381","蛇技の書","可偷物品","拉米亚","蛇技之书"
"58","ラミア","物品","376","ハンバーグ","可偷食材","拉米亚","汉堡肉"
"58","ラミア","物品","178","ラミアの尾","可偷素材","拉米亚","拉米亚的尾巴"
"58","ラミア","物品","1058","ラミアのミルク","可偷牛奶","拉米亚","拉米亚的乳汁"
"59","ワカメ娘","物品","2","高級薬草","掉落","裙带菜娘","高级药草"
"59","ワカメ娘","物品","335","のり","掉落","裙带菜娘","海苔"
"59","ワカメ娘","物品","71","水石","掉落","裙带菜娘","水石"
"59","ワカメ娘","物品","2","高級薬草","可偷物品","裙带菜娘","高级药草"
"59","ワカメ娘","防具","1142","清水","可偷物品","裙带菜娘","清水"
"59","ワカメ娘","物品","335","のり","可偷食材","裙带菜娘","海苔"
"59","ワカメ娘","物品","71","水石","可偷素材","裙带菜娘","水石"
"59","ワカメ娘","物品","1059","ワカメ娘のミルク","可偷牛奶","裙带菜娘","裙带菜娘的乳汁"
"60","クラゲ娘","物品","17","満月草","掉落","海蜇娘","满月草"
"60","クラゲ娘","物品","179","あやしい触手","掉落","海蜇娘","诡异的触手"
"60","クラゲ娘","物品","71","水石","掉落","海蜇娘","水石"
"60","クラゲ娘","物品","17","満月草","可偷物品","海蜇娘","满月草"
"60","クラゲ娘","防具","1115","コンバートリング","可偷物品","海蜇娘","转换戒指"
"60","クラゲ娘","物品","322","さかな","可偷食材","海蜇娘","鱼"
"60","クラゲ娘","物品","179","あやしい触手","可偷素材","海蜇娘","诡异的触手"
"60","クラゲ娘","物品","1060","クラゲ娘のミルク","可偷牛奶","海蜇娘","海蜇娘的乳汁"
"61","イソギンチャク娘","物品","13","毒消し草","掉落","海葵娘","解毒草"
"61","イソギンチャク娘","物品","179","あやしい触手","掉落","海葵娘","诡异的触手"
"61","イソギンチャク娘","物品","322","さかな","掉落","海葵娘","鱼"
"61","イソギンチャク娘","物品","13","毒消し草","可偷物品","海葵娘","解毒草"
"61","イソギンチャク娘","防具","1548","ポイズンチェック","可偷物品","海葵娘","中毒抵抗"
"61","イソギンチャク娘","物品","322","さかな","可偷食材","海葵娘","鱼"
"61","イソギンチャク娘","物品","179","あやしい触手","可偷素材","海葵娘","诡异的触手"
"61","イソギンチャク娘","物品","1061","イソギンチャク娘のミルク","可偷牛奶","海葵娘","海葵娘的乳汁"
"62","アンコウ娘","物品","327","エビ","掉落","鮟鱇鱼娘","虾"
"62","アンコウ娘","物品","71","水石","掉落","鮟鱇鱼娘","水石"
"62","アンコウ娘","防具","1715","深海魚のお守り","掉落","鮟鱇鱼娘","深海鱼的护符"
"62","アンコウ娘","物品","14","目薬","可偷物品","鮟鱇鱼娘","眼药水"
"62","アンコウ娘","武器","408","アクアハンマー","可偷物品","鮟鱇鱼娘","水锤"
"62","アンコウ娘","物品","327","エビ","可偷食材","鮟鱇鱼娘","虾"
"62","アンコウ娘","物品","71","水石","可偷素材","鮟鱇鱼娘","水石"
"62","アンコウ娘","物品","1062","アンコウ娘のミルク","可偷牛奶","鮟鱇鱼娘","鮟鱇鱼娘的乳汁"
"63","メイア","物品","4","霊薬","掉落","梅尔","灵药"
"63","メイア","物品","72","青水石","掉落","梅尔","青水石"
"63","メイア","武器","628","水の竪琴","掉落","梅尔","水的竖琴"
