"来源ID","日本名称","学习等级","学习类型","学习对象ID","日本技能/能力名称","日本所属","日本说明","HP消耗","MP消耗","SP消耗（内部TP）","所需AP（记忆容量）","技能类型ID","中文名称","中文技能/能力名称","中文所属","中文说明"
"10","ホーリーランサー","7","能力","233","「槍技」使用可能","戦技アビリティ","「槍技」が使用可能になる","","","","5","1","圣枪骑士","「枪技」可以使用","战技能力","可以使用「枪技」"
"10","ホーリーランサー","8","技能","1083","神竜剣","槍技","威力：Ｄ（力・速）　対象：敵単体　効果：HP吸収・MP吸収・SP吸収
聖なる魔力を込めた槍で敵のHPとMP、SPを吸収する技","0","0","4","","10","圣枪骑士","神龙剑","枪技","威力：Ｄ（力・速）　対象：敵単体　効果：HP吸収・MP吸収・SP吸収
用神圣魔力注入的枪吸收敌人的HP、MP和SP的技能"
"10","ホーリーランサー","9","能力","170","槍ハイブースター","戦技アビリティ","槍装備時、その武器によるダメージが30%アップする","","","","20","1","圣枪骑士","枪高级增强","战技能力","装备枪时，该武器造成的伤害提升30%"
"10","ホーリーランサー","10","技能","1073","聖槍乱舞","槍技","威力：Ｓ（力・速）　対象：敵ランダム4回　属性：聖
聖なる波動を込めた突きを4連続で繰り出す乱舞奥義","0","12","5","","10","圣枪骑士","圣枪乱舞","枪技","威力：Ｓ（力・速）　対象：敵ランダム4回　属性：聖
蕴含神圣波动的突刺连续四次施展的乱舞奥义"
"10","ホーリーランサー","10","能力","8448","槍マスタリー","特殊アビリティ","槍の装備効果が上昇する","","","","10","5","圣枪骑士","枪精通","特殊能力","枪的装备效果提升"
"11","邪竜騎士","2","技能","1070","ナイトメアランス","槍技","威力：Ｓ（力・速）　対象：敵単体　属性：闇
闇の波動を槍に帯び、敵を刺し貫く闇の奥義","10%当前HP","0","5","","10","邪龙骑士","噩梦长枪","枪技","威力：Ｓ（力・速）　対象：敵単体　属性：闇
带着黑暗波动，贯穿敌人的黑暗奥义"
"11","邪竜騎士","3","技能","1046","絶氷槍","槍技","威力：Ｃ（力・速）　対象：敵単体　属性：氷
氷を伴った槍で頭上から敵を貫く","0","0","4","","10","邪龙骑士","绝冰枪","枪技","威力：Ｃ（力・速）　対象：敵単体　属性：氷
用带有冰的枪从头顶贯穿敌人"
"11","邪竜騎士","4","技能","1049","岩烈槍","槍技","威力：Ｃ（力・速）　対象：敵単体　属性：土
大地の力を込めた槍で敵を両断する","0","0","4","","10","邪龙骑士","岩烈枪","枪技","威力：Ｃ（力・速）　対象：敵単体　属性：土
用蕴含大地之力的枪将敌人斩断"
"11","邪竜騎士","5","能力","215","「槍」装備可能","戦技アビリティ","「槍」「重槍」が装備可能になる","","","","5","1","邪龙骑士","可以装备「枪」","战技能力","变得可以装备「枪」「重枪」"
"11","邪竜騎士","5","能力","6742","剛の槍","戦技アビリティ","「槍技」の威力が攻撃力にのみ依存する","","","","2","1","邪龙骑士","刚之枪","战技能力","「枪技」的威力仅取决于攻击力"
"11","邪竜騎士","6","技能","1072","ダークネスドライブ","槍技","威力：Ａ（力・速）　対象：敵全体　属性：闇
天空を駆けて闇の魔法陣を描き、敵全体を破壊の波動に巻き込む奥義","10%当前HP","0","4","","10","邪龙骑士","黑暗驱动","枪技","威力：Ａ（力・速）　対象：敵全体　属性：闇
在天空疾驰，描绘黑暗魔法阵，将全体敌人卷入破坏波动的奥义"
"11","邪竜騎士","7","能力","233","「槍技」使用可能","戦技アビリティ","「槍技」が使用可能になる","","","","5","1","邪龙骑士","「枪技」可以使用","战技能力","可以使用「枪技」"
"11","邪竜騎士","8","技能","1084","邪竜剣","槍技","威力：Ｄ（力・速）　対象：敵単体　効果：HP吸収・SP吸収・即死
敵のHPとSPを吸収し、同時に即死させる闇の槍技","0","0","4","","10","邪龙骑士","邪龙剑","枪技","威力：Ｄ（力・速）　対象：敵単体　効果：HP吸収・SP吸収・即死
吸收敌人的HP和SP，同时使其即死的黑暗枪技"
"11","邪竜騎士","9","能力","170","槍ハイブースター","戦技アビリティ","槍装備時、その武器によるダメージが30%アップする","","","","20","1","邪龙骑士","枪高级增强","战技能力","装备枪时，该武器造成的伤害提升30%"
"11","邪竜騎士","10","技能","1074","魔槍乱舞","槍技","威力：Ｓ（力・速）　対象：敵ランダム4回　属性：闇
闇の波動を込めた突きを4連続で繰り出す乱舞奥義","10%当前HP","0","5","","10","邪龙骑士","魔枪乱舞","枪技","威力：Ｓ（力・速）　対象：敵ランダム4回　属性：闇
蕴含黑暗波动的突刺连续四次施展的乱舞奥义"
"11","邪竜騎士","10","能力","8448","槍マスタリー","特殊アビリティ","槍の装備効果が上昇する","","","","10","5","邪龙骑士","枪精通","特殊能力","枪的装备效果提升"
"12","侍","2","技能","1007","峰打ち","刀技","威力：Ｅ（力・器）　対象：敵単体　効果：麻痺
峰で敵を殴打し、気絶に至らせる刀技","0","0","2","","9","侍","峰打","刀技","威力：Ｅ（力・器）　対象：敵単体　効果：麻痺
用峰殴打敌人，使其昏厥的刀技"
"12","侍","3","技能","1033","肉斬骨断","刀技","対象：使用者　効果：攻撃力・器用さアップ・防御力ダウン
防御を捨て、攻撃のみに専念する秘技","0","0","2","","9","侍","肉斩骨断","刀技","対象：使用者　効果：攻撃力・器用さアップ・防御力ダウン
舍弃防御，专注于攻击的秘技"
"12","侍","4","技能","1008","三連斬","刀技","威力：Ｂ（力・器）　対象：敵単体3回
軽やかな刀さばきで三連撃を繰り出す技","0","0","5","","9","侍","三连斩","刀技","威力：Ｂ（力・器）　対象：敵単体3回
用轻快的刀法连续三次攻击的技巧"
"12","侍","5","能力","564","瀕死時物理耐性50%","防御アビリティ","瀕死時、受ける物理ダメージを半分にする","","","","5","4","侍","濒死时物理耐性50%","防御能力","濒死时，受到的物理伤害减半"
"12","侍","6","技能","1009","居合い抜き","刀技","威力：Ｂ（力・器）　対象：敵全体
いったん刀を鞘に収め、一撃で撫で斬りにする居合い技","0","0","6","","9","侍","居合斩","刀技","威力：Ｂ（力・器）　対象：敵全体
先将刀收入鞘中，一击斩杀的居合技"
"12","侍","7","技能","1032","心頭滅却","刀技","対象：使用者　効果：六属性無効
強靱な精神力により、3ターンの間は属性ダメージを受け付けない秘技","0","0","3","","9","侍","心头灭却","刀技","対象：使用者　効果：六属性無効
凭借坚韧的精神力，3回合内不受属性伤害的秘技"
"12","侍","8","技能","1010","牙突","刀技","威力：Ａ（力・器）　対象：敵単体
強靱な体のバネを用いて繰り出す必殺の突き技","0","0","6","","9","侍","牙突","刀技","威力：Ａ（力・器）　対象：敵単体
利用强韧的身体弹力施展的必杀突刺技"
"12","侍","9","能力","172","刀ブースター","戦技アビリティ","刀装備時、その武器によるダメージが15%アップする","","","","10","1","侍","刀增强","战技能力","装备刀时，该武器造成的伤害提升15%"
"12","侍","10","技能","1011","居合・焔ノ太刀","刀技","威力：Ｓ（力・器）　対象：敵単体　属性：炎
炎を伴う居合い抜きで、敵一体を斬る刀技","0","0","9","","9","侍","居合・焰之太刀","刀技","威力：Ｓ（力・器）　対象：敵単体　属性：炎
用伴随着炎的居合斩，斩杀单个敌人的刀技"
"13","聖侍","2","技能","1013","居合・雷土ノ太刀","刀技","威力：Ｓ（力・器）　対象：敵単体　属性：雷
雷を伴う居合い抜きで、敵一体を斬る刀技","0","0","9","","9","圣武士","居合・雷土之太刀","刀技","威力：Ｓ（力・器）　対象：敵単体　属性：雷
用伴随着雷的居合斩，斩杀单个敌人的刀技"
"13","聖侍","3","能力","216","「刀」装備可能","戦技アビリティ","「刀」が装備可能になる","","","","5","1","圣武士","可以装备「刀」","战技能力","变得可以装备「刀」"
"13","聖侍","4","技能","1018","滅魂刀","刀技","威力：Ｂ（力・器）　対象：敵単体　効果：ゴースト特攻
汚れなき白刃で、迷える魂を討ち滅ぼす刀技","0","0","5","","9","圣武士","灭魂刀","刀技","威力：Ｂ（力・器）　対象：敵単体　効果：ゴースト特攻
用无垢的白刃，讨伐迷途的灵魂的刀技"
"13","聖侍","5","能力","232","「刀技」使用可能","戦技アビリティ","「刀技」が使用可能になる","","","","5","1","圣武士","「刀技」使用可能","战技能力","可以使用「刀技」"
"13","聖侍","5","能力","6741","閃の刃","戦技アビリティ","「刀技」の威力が器用さにのみ依存する","","","","2","1","圣武士","闪之刃","战技能力","「刀技」的威力仅取决于灵巧"
"13","聖侍","6","技能","1022","縮地・焔閃","刀技","威力：Ａ（力・器）　対象：敵全体　属性：炎
神速の斬撃を繰り出し、灼熱の剣閃で敵を一掃する奥義","0","0","8","","9","圣武士","缩地・焰闪","刀技","威力：Ａ（力・器）　対象：敵全体　属性：炎
以神速斩击，用灼热的剑闪一扫敌人的奥义"
"13","聖侍","7","技能","3116","明鏡止水","特技","対象：使用者　効果：命中率・回避率アップ
心を水の流れに委ね、物理攻撃のことごとくを回避する秘技","0","0","4","","63","圣武士","明镜止水","特技","対象：使用者　効果：命中率・回避率アップ
心灵与水流合一，完全回避物理攻击的秘技"
"13","聖侍","8","技能","1024","神刀・鏡花水月","刀技","威力：Ｓ（力・器）　対象：敵単体　属性：聖
敵の命を花と散らせる明鏡止水の必殺奥義","0","12","5","","9","圣武士","神刀・镜花水月","刀技","威力：Ｓ（力・器）　対象：敵単体　属性：聖
让敌人的生命如花般散落的明镜止水必杀奥义"
"13","聖侍","9","能力","173","刀ハイブースター","戦技アビリティ","刀装備時、その武器によるダメージが30%アップする","","","","20","1","圣武士","刀高级增强","战技能力","装备刀时，该武器造成的伤害提升30%"
"13","聖侍","10","技能","1026","聖刃七星天","刀技","威力：Ｓ（力・器）　対象：敵ランダム7回　属性：聖
聖なる閃きと共に無数の剣閃を繰り出す必殺奥義","0","12","5","","9","圣武士","圣刃七星天","刀技","威力：Ｓ（力・器）　対象：敵ランダム7回　属性：聖
与神圣闪光一同施展无数剑闪的必杀奥义"
"13","聖侍","10","能力","8450","刀マスタリー","特殊アビリティ","刀の装備効果が上昇する","","","","10","5","圣武士","刀精通","特殊能力","刀的装备效果提升"
"14","魔侍","2","技能","1012","居合・吹雪ノ太刀","刀技","威力：Ｓ（力・器）　対象：敵単体　属性：氷
氷を伴う居合い抜きで、敵一体を斬る刀技","0","0","9","","9","魔武士","居合・吹雪之太刀","刀技","威力：Ｓ（力・器）　対象：敵単体　属性：氷
用伴随着冰的居合斩，斩杀单个敌人的刀技"
"14","魔侍","3","能力","216","「刀」装備可能","戦技アビリティ","「刀」が装備可能になる","","","","5","1","魔武士","可以装备「刀」","战技能力","变得可以装备「刀」"
"14","魔侍","4","技能","1019","斬神斬魔","刀技","威力：Ｂ（力・器）　対象：敵単体　効果：亜人特攻
曇りなき白刃で、妖怪変化の類を滅ぼす刀技","0","0","5","","9","魔武士","斩神斩魔","刀技","威力：Ｂ（力・器）　対象：敵単体　効果：亜人特攻
用无瑕的白刃，灭除妖孽的刀技"
"14","魔侍","5","能力","232","「刀技」使用可能","戦技アビリティ","「刀技」が使用可能になる","","","","5","1","魔武士","「刀技」使用可能","战技能力","可以使用「刀技」"
