"产物ID","产物名称","产物种类","配方ID","合成方案","中文合成方案","中文产物名称"
"217","方天画戟・烈牙","武器","210","金币：720；材料：武器 ID 216「方天画戟改」×1；物品 ID 68「橙土石」×1","金币：720；材料：武器 ID 216「方天画戟改」×1；物品 ID 68「橙土石」×1","方天画戟・烈牙"
"221","氷雪竜鱗槍","武器","274","金币：580；材料：武器 ID 220「竜鱗の槍」×1；物品 ID 56「蒼氷石」×1","金币：580；材料：武器 ID 220「龙鳞制枪」×1；物品 ID 56「苍冰石」×1","冰雪龙鳞枪"
"222","飛竜聖槍","武器","290","金币：650；材料：武器 ID 219「飛竜の槍」×1；物品 ID 76「白聖石」×1","金币：650；材料：武器 ID 219「飞龙之枪」×1；物品 ID 76「白圣石」×1","飞龙圣枪"
"223","シャドウランス","武器","313","金币：780；材料：武器 ID 202「ホーリースピア」×1；物品 ID 80「黒闇石」×1","金币：780；材料：武器 ID 202「神圣之矛」×1；物品 ID 80「黑暗石」×1","暗影长枪"
"224","赤熱シャドウランス","武器","337","金币：850；材料：武器 ID 223「シャドウランス」×1；物品 ID 52「紅炎石」×1","金币：850；材料：武器 ID 223「暗影长枪」×1；物品 ID 52「红炎石」×1","赤热暗影长枪"
"228","プリズムウィンダード","武器","398","金币：1950；材料：武器 ID 226「プリズムランス」×1；物品 ID 65「疾風緑風石」×1","金币：1950；材料：武器 ID 226「棱镜长枪」×1；物品 ID 65「疾风绿风石」×1","棱镜迎风"
"229","ロンギヌスプラズマ","武器","358","金币：2050；材料：武器 ID 227「ロンギヌス」×1；物品 ID 61「電光黄雷石」×1","金币：2050；材料：武器 ID 227「朗基努斯」×1；物品 ID 61「电光黄雷石」×1","朗基努斯等离子"
"231","ブリューナク・ヘブン","武器","438","金币：2400；材料：武器 ID 230「ブリューナク」×1；物品 ID 241「天使の羽根」×1","金币：2400；材料：武器 ID 230「布里欧纳克」×1；物品 ID 241「天使的羽毛」×1","布里欧纳克・天堂"
"233","ロンギヌスシャイン","武器","466","金币：9300；材料：武器 ID 229「ロンギヌスプラズマ」×1；物品 ID 246「覇虫の針」×1","金币：9300；材料：武器 ID 229「朗基努斯等离子」×1；物品 ID 246「霸虫的针」×1","朗基努斯闪耀"
"234","飛竜魔槍","武器","465","金币：9300；材料：武器 ID 222「飛竜聖槍」×1；物品 ID 247「覇竜の牙」×1","金币：9300；材料：武器 ID 222「飞龙圣枪」×1；物品 ID 247「霸龙的牙齿」×1","飞龙魔枪"
"235","方天画戟・千蛇","武器","532","金币：11700；材料：武器 ID 217「方天画戟・烈牙」×1；物品 ID 254「強靱なる蛇尾」×1","金币：11700；材料：武器 ID 217「方天画戟・烈牙」×1；物品 ID 254「坚韧的蛇尾」×1","方天画戟・千蛇"
"239","ブリューナク・クロス","武器","695","金币：17000；材料：武器 ID 231「ブリューナク・ヘブン」×1；物品 ID 267「極竜の牙」×1","金币：17000；材料：武器 ID 231「布里欧纳克・天堂」×1；物品 ID 267「极龙之牙」×1","布里欧纳克・十字"
"240","飛竜魔槍・黒桜","武器","694","金币：17000；材料：武器 ID 234「飛竜魔槍」×1；物品 ID 262「神々しい花びら」×1","金币：17000；材料：武器 ID 234「飞龙魔枪」×1；物品 ID 262「神圣花瓣」×1","飞龙魔枪・黑樱"
"247","同田貫・紅蓮","武器","338","金币：850；材料：武器 ID 244「同田貫」×1；物品 ID 52「紅炎石」×1","金币：850；材料：武器 ID 244「同田贯」×1；物品 ID 52「红炎石」×1","同田贯・红莲"
"260","惨華正宗","武器","467","金币：8000；材料：武器 ID 250「正宗」×1；物品 ID 243「禍々しい結晶」×1","金币：8000；材料：武器 ID 250「正宗」×1；物品 ID 243「不祥的结晶」×1","惨华正宗"
"261","雷光虎徹","武器","468","金币：8000；材料：武器 ID 248「虎徹」×1；物品 ID 249「奇跡の卵」×1","金币：8000；材料：武器 ID 248「虎彻」×1；物品 ID 249「奇迹的蛋」×1","雷光虎彻"
"264","巖流・物干し竿","武器","534","金币：10000；材料：武器 ID 253「物干し竿」×1；物品 ID 254「強靱なる蛇尾」×1","金币：10000；材料：武器 ID 253「晾衣竿」×1；物品 ID 254「坚韧的蛇尾」×1","岩流・晾衣竿"
"265","蛇鬼村雨","武器","533","金币：10000；材料：武器 ID 251「村雨」×1；物品 ID 254「強靱なる蛇尾」×1","金币：10000；材料：武器 ID 251「村雨」×1；物品 ID 254「坚韧的蛇尾」×1","蛇鬼村雨"
"275","闇吹雪・大波","武器","359","金币：1300；材料：武器 ID 274「闇吹雪」×1；物品 ID 226「大海の珊瑚」×1","金币：1300；材料：武器 ID 274「暗吹雪」×1；物品 ID 226「大海的珊瑚」×1","暗吹雪・大波"
"277","紅蓮虹刃","武器","420","金币：1600；材料：武器 ID 276「虹の刃」×1；物品 ID 53「赤熱紅炎石」×1","金币：1600；材料：武器 ID 276「虹制刃」×1；物品 ID 53「赤热红炎石」×1","红莲虹刃"
"278","極光虹刃","武器","439","金币：1650；材料：武器 ID 276「虹の刃」×1；物品 ID 57「凍結蒼氷石」×1","金币：1650；材料：武器 ID 276「虹制刃」×1；物品 ID 57「冻结苍冰石」×1","极光虹刃"
"282","霧夢","武器","519","金币：7800；材料：武器 ID 271「霧刃」×1；物品 ID 251「妖艶なる尻尾」×1","金币：7800；材料：武器 ID 271「雾刃」×1；物品 ID 251「妖艳的尾巴」×1","雾梦"
"283","流星・華王","武器","536","金币：9500；材料：武器 ID 281「流星の刃」×1；物品 ID 257「偉大なる花びら」×1","金币：9500；材料：武器 ID 281「流星制之刃」×1；物品 ID 257「伟大的花瓣」×1","流星・华王"
"284","流星・黒蛇","武器","535","金币：9500；材料：武器 ID 281「流星の刃」×1；物品 ID 254「強靱なる蛇尾」×1","金币：9500；材料：武器 ID 281「流星制之刃」×1；物品 ID 254「坚韧的蛇尾」×1","流星・黑蛇"
"286","悦夢","武器","585","金币：10500；材料：武器 ID 282「霧夢」×1；物品 ID 266「絶美の尻尾」×1","金币：10500；材料：武器 ID 282「雾梦」×1；物品 ID 266「绝美尾巴」×1","悦梦"
"287","風魔","武器","610","金币：11200；材料：武器 ID 272「一撃の刃」×1；物品 ID 263「神物の破片」×1","金币：11200；材料：武器 ID 272「一击之刃」×1；物品 ID 263「神物碎片」×1","风魔"
"288","猿飛","武器","611","金币：11200；材料：武器 ID 270「佐助の刀」×1；物品 ID 271「天空の羽根」×1","金币：11200；材料：武器 ID 270「佐助的刀」×1；物品 ID 271「天空之羽」×1","猿飞"
"291","セスタス改","武器","6","金币：18；材料：武器 ID 290「セスタス」×1；物品 ID 164「野獣の爪」×1","金币：18；材料：武器 ID 290「格斗爪」×1；物品 ID 164「野兽之爪」×1","格斗爪改"
"293","風の爪","武器","21","金币：35；材料：武器 ID 292「鉄の爪」×1；物品 ID 63「風石」×1","金币：35；材料：武器 ID 292「铁制爪」×1；物品 ID 63「风石」×1","风爪"
"295","炎の爪","武器","39","金币：72；材料：武器 ID 294「黄金の爪」×1；物品 ID 51「炎石」×1","金币：72；材料：武器 ID 294「黄金爪」×1；物品 ID 51「炎石」×1","炎爪"
"296","氷の爪","武器","40","金币：72；材料：武器 ID 294「黄金の爪」×1；物品 ID 55「氷石」×1","金币：72；材料：武器 ID 294「黄金爪」×1；物品 ID 55「冰石」×1","冰爪"
"297","雷の爪","武器","41","金币：72；材料：武器 ID 294「黄金の爪」×1；物品 ID 59「雷石」×1","金币：72；材料：武器 ID 294「黄金爪」×1；物品 ID 59「雷石」×1","雷爪"
"298","アースナックル","武器","68","金币：77；材料：武器 ID 294「黄金の爪」×1；物品 ID 67「土石」×1","金币：77；材料：武器 ID 294「黄金爪」×1；物品 ID 67「土石」×1","大地指虎"
"299","アクアナックル","武器","91","金币：77；材料：武器 ID 294「黄金の爪」×1；物品 ID 71「水石」×1","金币：77；材料：武器 ID 294「黄金爪」×1；物品 ID 71「水石」×1","水之指虎"
"301","カイザーナックル改","武器","117","金币：170；材料：武器 ID 300「カイザーナックル」×1；物品 ID 182「魔獣の爪」×1","金币：170；材料：武器 ID 300「凯撒之指虎」×1；物品 ID 182「魔兽之爪」×1","凯撒指虎改"
"303","オックスナックル","武器","151","金币：250；材料：武器 ID 302「ミスリルクロウ」×1；物品 ID 189「猛牛の角」×1","金币：250；材料：武器 ID 302「秘银之爪」×1；物品 ID 189「猛牛之角」×1","公牛指虎"
"306","ダーククロウ・バースト","武器","183","金币：550；材料：武器 ID 305「ダーククロウ」×1；物品 ID 195「魔力の結晶」×1","金币：550；材料：武器 ID 305「暗之爪」×1；物品 ID 195「魔力的结晶」×1","暗之爪・爆发"
"308","マジカルクロウ","武器","249","金币：320；材料：武器 ID 307「クリスタルクロウ」×1；物品 ID 207「マジカル鱗粉」×1","金币：320；材料：武器 ID 307「水晶之爪」×1；物品 ID 207「魔法鳞粉」×1","魔法之爪"
"310","バステトクロウ","武器","250","金币：390；材料：武器 ID 309「ビーストクロウ」×1；物品 ID 206「猫のヒゲ」×1","金币：390；材料：武器 ID 309「兽之爪」×1；物品 ID 206「猫的胡须」×1","芭丝特之爪"
"312","氷竜爪","武器","275","金币：490；材料：武器 ID 311「竜鱗の爪」×1；物品 ID 56「蒼氷石」×1","金币：490；材料：武器 ID 311「龙鳞制爪」×1；物品 ID 56「苍冰石」×1","冰龙爪"
"313","オックスロード","武器","291","金币：520；材料：武器 ID 303「オックスナックル」×1；物品 ID 213「猛牛の蹄」×1","金币：520；材料：武器 ID 303「公牛指虎」×1；物品 ID 213「猛牛的蹄」×1","公牛主宰"
"314","ネクロナックル","武器","314","金币：550；材料：武器 ID 311「竜鱗の爪」×1；物品 ID 221「ネクロパウダー」×1","金币：550；材料：武器 ID 311「龙鳞制爪」×1；物品 ID 221「死灵粉末」×1","亡灵指虎"
"317","イリスプリズム","武器","360","金币：1700；材料：武器 ID 316「プリズムクロウ」×1；物品 ID 225「イリス細胞」×1","金币：1700；材料：武器 ID 316「棱镜之爪」×1；物品 ID 225「伊莉丝细胞」×1","伊莉丝棱镜"
"318","プリズムクロウ・アクア","武器","399","金币：1800；材料：武器 ID 316「プリズムクロウ」×1；物品 ID 73「激流青水石」×1","金币：1800；材料：武器 ID 316「棱镜之爪」×1；物品 ID 73「激流青水石」×1","棱镜之爪・水"
"319","イデアプリズム","武器","440","金币：2000；材料：武器 ID 317「イリスプリズム」×1；物品 ID 240「イデア細胞」×1","金币：2000；材料：武器 ID 317「伊莉丝棱镜」×1；物品 ID 240「伊迪亚细胞」×1","伊迪亚棱镜"
"320","ベヒーモスクロウ","武器","421","金币：2500；材料：武器 ID 310「バステトクロウ」×1；物品 ID 238「狂獣の爪」×1","金币：2500；材料：武器 ID 310「芭丝特之爪」×1；物品 ID 238「狂兽的爪子」×1","贝希摩斯之爪"
"323","聖獣の爪","武器","470","金币：7600；材料：武器 ID 320「ベヒーモスクロウ」×1；物品 ID 244「覇獣の爪」×1","金币：7600；材料：武器 ID 320「贝希摩斯之爪」×1；物品 ID 244「霸兽的爪子」×1","圣兽之爪"
"324","ダークプリズム","武器","469","金币：7600；材料：武器 ID 319「イデアプリズム」×1；物品 ID 253「カオストロン」×1","金币：7600；材料：武器 ID 319「伊迪亚棱镜」×1；物品 ID 253「混沌之核」×1","暗之棱镜"
"330","格闘王・華裂","武器","537","金币：11000；材料：武器 ID 327「格闘王の拳」×1；物品 ID 257「偉大なる花びら」×1","金币：11000；材料：武器 ID 327「格斗王的拳」×1；物品 ID 257「伟大的花瓣」×1","格斗王・华裂"
"331","格闘王・深蒼","武器","538","金币：11000；材料：武器 ID 327「格闘王の拳」×1；物品 ID 259「深海の鱗」×1","金币：11000；材料：武器 ID 327「格斗王的拳」×1；物品 ID 259「深海之鳞」×1","格斗王・深苍"
"332","グラビディハンド","武器","672","金币：11500；材料：武器 ID 328「メカニックフィスト」×1；物品 ID 265「ナノ歯車」×1","金币：11500；材料：武器 ID 328「机械拳」×1；物品 ID 265「纳米齿轮」×1","重力之手"
"336","アイアンファング改","武器","22","金币：28；材料：武器 ID 335「アイアンファング」×1；物品 ID 167「硬い針」×1","金币：28；材料：武器 ID 335「铁牙」×1；物品 ID 167「硬针」×1","铁牙改"
"338","ダークファントム","武器","69","金币：102；材料：武器 ID 337「ゴールドファング」×1；物品 ID 79「闇石」×1","金币：102；材料：武器 ID 337「金牙」×1；物品 ID 79「暗石」×1","暗影牙"
