"角色ID","日本角色名称","Faces路径","Faces索引","角色立绘路径","角色立绘索引","角色Cut-inPictures路径","中文角色名称"
"799","女神","Graphics/Faces/megami_fc1","0","Graphics/Characters/$Megami01_cip","0","Graphics/Pictures/80_iriasu_st41","女神"
"801","ラルス","Graphics/Faces/lars_fc01","0","Graphics/Characters/Collabo","0","Graphics/Pictures/80_lars_st11；Graphics/Pictures/80_rovissa_st01","拉尔斯"
"802","ルヴィッサ","Graphics/Faces/rovissa_fc1","0","Graphics/Characters/Collabo","1","Graphics/Pictures/80_rovissa_st01；Graphics/Pictures/80_lars_st11","露维莎"
"803","エスト","Graphics/Faces/est_fc1","1","Graphics/Characters/Collabo","2","Graphics/Pictures/ct_est1","艾斯特"
"804","ミュスカ","Graphics/Faces/myuska_fc1","5","Graphics/Characters/Collabo","5","Graphics/Pictures/ct_myuska2；Graphics/Pictures/80_myuska_st11；Graphics/Pictures/ct_myuska1","缪丝卡"
"805","ネメア","Graphics/Faces/nemea_fc1","0","Graphics/Characters/Collabo","6","Graphics/Pictures/ct_nemea1","涅梅雅"
"806","ヴィヌム","Graphics/Faces/vinum_fc1","0","Graphics/Characters/Collabo","7","Graphics/Pictures/ct_vinum1；Graphics/Pictures/ct_vinum2；Graphics/Pictures/80_vinum_st01","薇诺姆"
"807","ロウラット","Graphics/Faces/lawrat_fc1","0","Graphics/Characters/Collaboration03_cip","0","Graphics/Pictures/80_lawrat_st01；Graphics/Pictures/80_rejeo_st01","罗拉特"
"808","リジェオ","Graphics/Faces/rejeo_fc1","0","Graphics/Characters/Collaboration03_cip","1","Graphics/Pictures/80_rejeo_st01；Graphics/Pictures/80_rejeo_st24；Graphics/Pictures/80_rejeo_st21","莉洁奥"
"809","フルビュア","Graphics/Faces/fulbeua_fc1","0","Graphics/Characters/Collaboration03_cip","2","Graphics/Pictures/80_fulbeua_st01","芙尔维娅"
"810","ギルゴーン","Graphics/Faces/gilgoon_fc1","0","Graphics/Characters/Collaboration03_cip","3","Graphics/Pictures/80_gilgoon_st01","吉尔贡"
"811","白念","Graphics/Faces/byakunen_fc1","0","Graphics/Characters/sanmai","4","Graphics/Pictures/ct_haknen1；Graphics/Pictures/ct_haknen2","白念"
"812","マガツ","Graphics/Faces/magatu_fc1","0","Graphics/Characters/sanmai","5","Graphics/Pictures/80_magatu_st01","玛格兹"
"813","夢狐","Graphics/Faces/youkosan_fc1","0","Graphics/Characters/sanmai","1","Graphics/Pictures/80_youkosan_st01","梦狐"
"814","大明海","Graphics/Faces/daimeikai_fc1","0","Graphics/Characters/sanmai","6","Graphics/Pictures/80_daimeikai_st01；Graphics/Pictures/80_daimeikai_st11","大明海"
"815","カズヤ","Graphics/Faces/kazuya_fc1","0","Graphics/Characters/SHRIFT1","0","Graphics/Pictures/ct_kazuya2；Graphics/Pictures/80_kazuya_st01；Graphics/Pictures/ct_kazuya1；Graphics/Pictures/80_mukuro_st02；Graphics/Pictures/ct_shrift01；Graphics/Pictures/ct_shrift01b；Graphics/Pictures/ct_shrift02；Graphics/Pictures/ct_shrift03；Graphics/Pictures/ct_shrift04；Graphics/Pictures/ct_shrift05；Graphics/Pictures/ct_shrift06；Graphics/Pictures/ct_shrift07；Graphics/Pictures/ct_shrift08；Graphics/Pictures/ct_shrift09；Graphics/Pictures/ct_shrift10；Graphics/Pictures/ct_shrift11；Graphics/Pictures/ct_shrift12；Graphics/Pictures/ct_shrift13；Graphics/Pictures/ct_shrift14","和也"
"816","ランパス","Graphics/Faces/lanpass_fc1","0","Graphics/Characters/SHRIFT2","0","Graphics/Pictures/80_lanpass_st11；Graphics/Pictures/ct_tuta1；Graphics/Pictures/ct_tuta2；Graphics/Pictures/ct_utubo2；Graphics/Pictures/ct_haetori2","兰帕丝"
"817","躯","Graphics/Faces/mukuro_fc1","3","Graphics/Characters/SHRIFT3","0","Graphics/Pictures/80_mukuro_st02","躯"
"818","妲己","Graphics/Faces/dakki_fc1","0","Graphics/Characters/$SHRIFT4","0","Graphics/Pictures/80_dakki_st01","妲己"
"819","レスト","Graphics/Faces/rest_fc1","0","Graphics/Characters/Collaboration02_cip","0","Graphics/Pictures/80_rest_st01","雷斯特"
"820","ベル","Graphics/Faces/bell_fc1","0","Graphics/Characters/Collaboration02_cip","3","Graphics/Pictures/80_bell_st01；Graphics/Pictures/ct_bell1","贝尔"
"821","リラ","Graphics/Faces/lira_fc1","0","Graphics/Characters/Collaboration02_cip","2","Graphics/Pictures/80_lira_st01；Graphics/Pictures/ct_bell1","莉拉"
"822","ミュゼット","Graphics/Faces/muzet_fc1","0","Graphics/Characters/Collaboration02_cip","1","Graphics/Pictures/80_muzet_st01","缪泽特"
"823","ノビッサ","Graphics/Faces/nobissa_fc1","0","Graphics/Characters/Collaboration04_cip","0","Graphics/Pictures/80_nobissa_st01；Graphics/Pictures/80_nobissa_st02；Graphics/Pictures/80_tarsa_st13；Graphics/Pictures/ct_tarsa5；Graphics/Pictures/ct_tarsa3；Graphics/Pictures/ct_tarsa1；Graphics/Pictures/ct_tarsa2；Graphics/Pictures/80_tarsa_st11","洛彼沙"
"824","ターサ","Graphics/Faces/tarsa_fc1","0","Graphics/Characters/Collaboration04_cip","1","Graphics/Pictures/80_tarsa_st01","塔莎"
"825","ターサ","Graphics/Faces/tarsa_fc2","1","Graphics/Characters/Collaboration04_cip","2","Graphics/Pictures/80_tarsa_st11；Graphics/Pictures/80_nobissa_st01","塔莎"
"826","エクスキューショナー","Graphics/Faces/executioner_fc1","1","Graphics/Characters/Collaboration04_cip","3","Graphics/Pictures/80_executioner_st01；Graphics/Pictures/80_executioner_st11","艾斯丘雪娜"
"827","オーガトゥース","Graphics/Faces/ogretooth_fc1","0","Graphics/Characters/Collaboration04_cip","5","Graphics/Pictures/80_ogretooth_st01；Graphics/Pictures/80_ogretooth_st11","奥伽图丝"
"828","ミステルテイン","Graphics/Faces/mistilteinn_fc1","0","Graphics/Characters/Collaboration04_cip","4","Graphics/Pictures/80_mistilteinn_st31；Graphics/Pictures/80_mistilteinn_st11；Graphics/Pictures/80_mistilteinn_st34","米斯特汀"
"829","リリン","Graphics/Faces/succubusq_fc1","0","Graphics/Characters/Collabo","3","","莉莉恩"
"830","メア","Graphics/Faces/succubusm_fc1","0","Graphics/Characters/Collaboration03_cip","4","","梅亚"
"831","アヤネ","Graphics/Faces/succubusj_fc1","0","Graphics/Characters/Sucbuss04_cip","2","Graphics/Pictures/ct_succubusj1","绫音"
"832","アマビエ","Graphics/Faces/amabie_fc1","0","Graphics/Characters/Fishes04_cip","0","Graphics/Pictures/ct_amabie","尼彦"
"833","アマビエ","Graphics/Faces/amabie_fc2","0","Graphics/Characters/Fishes04_cip","1","","尼彦"
"834","魔王カサンドラ","Graphics/Faces/cassandra_fc3","0","Graphics/Characters/$Devil_Cassandra01_cip","0","Graphics/Pictures/ct_cassandra2","魔王卡桑德拉"
"835","カサンドラ","Graphics/Faces/cassandra_fc4","0","Graphics/Characters/Chimera03_cip","7","Graphics/Pictures/ct_cassandra4","卡桑德拉"
"836","リリィ","Graphics/Faces/lily_fc2","0","Graphics/Characters/$Lily_Enhanced_version01_cip","0","","莉莉"
"837","ルシア","Graphics/Faces/lusia_fc2","0","Graphics/Characters/$Lucia_Enhanced_version01_cip","0","","露西亚"
"838","牛魔王","Graphics/Faces/nyumaou_fc2","0","Graphics/Characters/$Nyumaou03_cip","0","","牛魔王"
"839","ウィッチ","Graphics/Faces/witchs_fc2","0","Graphics/Characters/Sucbuss05_cip","5","","女巫"
"840","ファティマ","Graphics/Faces/queenvampire_fc2","0","Graphics/Characters/Evil06_cip","6","Graphics/Pictures/ct_queenvampire3","法蒂玛"
"841","ソニア","Graphics/Faces/ex_sonia_fc1","1","Graphics/Characters/Angel05_cip","3","Graphics/Pictures/ct_ex_sonia1","索尼娅"
"842","ソニア","Graphics/Faces/ex_sonia_fc2","1","Graphics/Characters/Angel05_cip","2","Graphics/Pictures/ct_ex_sonia2","索尼娅"
"843","ソニアマズダ","Graphics/Faces/soniamazda_fc1","0","Graphics/Characters/$Soniamazda01_cip","0","","索尼娅・马兹达"
"844","ソニアマンユ","Graphics/Faces/soniamanyu_fc1","2","Graphics/Characters/Angel04_cip","5","","索尼娅・曼纽"
"845","ソニアカオス","Graphics/Faces/soniachaos_fc1","0","Graphics/Characters/$Soniachaos01_cip","0","","索尼娅・卡奥斯"
"846","エクス・ソニア","Graphics/Faces/ex_sonia_fc3","0","Graphics/Characters/Angel05_cip","4","Graphics/Pictures/ct_ex_sonia3","艾克斯・索尼娅"
"848","スローネ","Graphics/Faces/s_gyokuza_fc1","0","Graphics/Characters/$Gyokuza01_cip","0","","斯洛妮"
"849","ダブリン","Graphics/Faces/doubleundead_fc1","0","Graphics/Characters/Undead03_cip","4","","都柏林"
"850","イズン","Graphics/Faces/izun_fc1","0","Graphics/Characters/Evil06_cip","3","Graphics/Pictures/ct_syokusyu1；Graphics/Pictures/ct_syokusyu2；Graphics/Pictures/ct_hiru3；Graphics/Pictures/ct_hiru1","伊敦"
"851","カースエンジェルズ","Graphics/Faces/carthangels_fc1","3","Graphics/Characters/$Curseangel01_cip","0","Graphics/Pictures/ct_carthangels1","诅咒天使"
"852","アルジェミニ","Graphics/Faces/algemini_fc1","0","Graphics/Characters/silk21","1","","阿尔杰米妮"
"853","エルジェミニ","Graphics/Faces/elgemini_fc1","0","Graphics/Characters/silk21","6","","艾尔杰米妮"
"854","シェムハザ","Graphics/Faces/shemhaza_fc1","0","Graphics/Characters/silk17","2","","示米哈扎"
"855","アグレイブ","Graphics/Faces/agrave_fc1","0","Graphics/Characters/$Agrave01_cip","0","","阿格雷夫"
"856","スターマ","Graphics/Faces/starma_fc1","0","Graphics/Characters/Angel06_cip","3","","斯塔玛"
"857","ラジャーラ","Graphics/Faces/rajara_fc1","0","Graphics/Characters/Angel06_cip","4","","拉贾拉"
"858","メギー","Graphics/Faces/megidryad_fc1","0","Graphics/Characters/$Megidryad01_cip","0","Graphics/Pictures/ct_tuta1；Graphics/Pictures/ct_tuta2；Graphics/Pictures/ct_utubo2；Graphics/Pictures/ct_haetori2","米婕"
"859","エグセラ","Graphics/Faces/exsera_fc1","0","Graphics/Characters/Angel06_cip","2","Graphics/Pictures/ct_exsera1","艾克撒拉"
"860","アプサラス","Graphics/Faces/apsaras_fc1","0","Graphics/Characters/DemiHuman02_cip","2","","阿普萨拉丝"
"861","ゾルオクト","Graphics/Faces/zoloct_fc1","0","Graphics/Characters/$Zoloct01_cip","0","","佐尔奥克托"
"862","ティアマト","Graphics/Faces/tiamat_fc1","0","Graphics/Characters/$Biowing01_cip","0","","提亚玛特"
"863","アプティルト","Graphics/Faces/aptiel_fc1","1","Graphics/Characters/Angel05_cip","6","","阿普蒂尔特"
"864","アムナリオ","Graphics/Faces/amnario_fc1","0","Graphics/Characters/$Amnario01_cip","0","","阿姆纳里奥"
"865","サマエル","Graphics/Faces/samael_fc1","0","Graphics/Characters/Evil03_cip","6","","萨麦尔"
"866","シャドウ","Graphics/Faces/shadowassassin_fc1","0","Graphics/Characters/DemiHuman03_cip","7","","暗影"
"867","アナト","Graphics/Faces/unknown1_fc1","0","Graphics/Characters/Insect05_cip","1","","阿娜特"
"868","ベレニケ","Graphics/Faces/unknown2_fc1","0","Graphics/Characters/Unknown02_cip","0","","贝勒尼基"
"869","ケレス","Graphics/Faces/unknown3_fc1","0","Graphics/Characters/Unknown02_cip","1","","克瑞斯"
"870","ドゥルガー","Graphics/Faces/unknown4_fc1","0","Graphics/Characters/plant03_cip","7","Graphics/Pictures/ct_tuta1；Graphics/Pictures/ct_tuta2；Graphics/Pictures/ct_utubo2；Graphics/Pictures/ct_haetori2","杜尔迦"
"871","ロジェスティラ","Graphics/Faces/unknown5_fc1","0","Graphics/Characters/$Shoutaifumei01_cip","0","","洛姬斯蒂拉"
"872","テティス","Graphics/Faces/curseloreley_fc1","0","Graphics/Characters/Fishes04_cip","3","Graphics/Pictures/ct_curseloreley1","忒提丝"
"873","ネレイデス","Graphics/Faces/voremermaid_fc1","0","Graphics/Characters/Fishes04_cip","4","Graphics/Pictures/ct_voremermaid1","涅瑞伊德斯"
"874","パズズ","Graphics/Faces/pazuzu_fc1","0","Graphics/Characters/$Pazuzu01_cip","0","Graphics/Pictures/ct_pazuzu1","帕祖祖"
"875","マステマ","Graphics/Faces/masutema_fc1","0","Graphics/Characters/plant03_cip","6","Graphics/Pictures/ct_masutema1；Graphics/Pictures/ct_tuta1；Graphics/Pictures/ct_tuta2；Graphics/Pictures/ct_utubo2；Graphics/Pictures/ct_haetori2","莫斯提马"
"876","アメノハヅチ","Graphics/Faces/amenohaduti_fc1","0","Graphics/Characters/Evil04_cip","1","","天羽槌"
"877","八尺様","Graphics/Faces/hasyakusama_fc1","0","Graphics/Characters/Undead03_cip","6","Graphics/Pictures/ct_hasyakusama1；Graphics/Pictures/ct_tuta1；Graphics/Pictures/ct_tuta2；Graphics/Pictures/ct_utubo2；Graphics/Pictures/ct_haetori2","八尺大人"
"878","ゲシュタルト","Graphics/Faces/gestalt_fc1","0","Graphics/Characters/Insect03_cip","7","","格式塔"
"879","ハイブマインド","Graphics/Faces/hivemind_fc1","1","Graphics/Characters/Unknown01","6","","蜂巢思维"
"880","ミルフ","Graphics/Faces/madamlamia_fc1","0","Graphics/Characters/Lamia02_cip","3","","米露芙"
"881","サタナキア","Graphics/Faces/satanachia_fc1","0","Graphics/Characters/Sucbuss05_cip","2","","萨塔妮基亚"
"882","ブラディ","Graphics/Faces/bloddydragon_fc1","0","Graphics/Characters/$Blooddragon01_cip","0","","布拉迪"
"883","パズン","Graphics/Faces/paizuridoll3_fc1","0","Graphics/Characters/Create06_cip","0","Graphics/Pictures/ct_paizuridoll3_1","派兹"
"884","エヴォル","Graphics/Faces/ironmaiden_s_fc1","0","Graphics/Characters/$Iron_maiden_syuitai01_cip","0","","埃沃珥"
"885","いおり","Graphics/Faces/doll_itai_fc1","0","Graphics/Characters/Create05_cip","7","Graphics/Pictures/ct_doll_itai1","伊织"
"886","マグダ","Graphics/Faces/magda_fc1","0","Graphics/Characters/Angel06_cip","5","Graphics/Pictures/ct_magda1","玛格达"
"887","シスエル","Graphics/Faces/sisel_fc1","0","Graphics/Characters/$Sisel01_cip","0","","希斯艾尔"
"888","アザゼル","Graphics/Faces/azazel_fc1","0","Graphics/Characters/Sucbuss04_cip","4","","阿撒兹勒"
"889","グリゴリ","Graphics/Faces/grigori_fc1","0","Graphics/Characters/Sucbuss04_cip","5","","守望者"
"890","白天狐","Graphics/Faces/hakutenko_fc1","0","Graphics/Characters/Beast02_cip","6","","白天狐"
"891","妙法絡新婦","Graphics/Faces/myouhouzyorougumo_fc1","0","Graphics/Characters/Insect05_cip","4","","妙法络新妇"
"892","ディーピー","Graphics/Faces/houshi_fc1","0","Graphics/Characters/Unknown01","7","Graphics/Pictures/ct_houshi1","渊嗣"
"893","クトゥ","Graphics/Faces/spawn_fc1","0","Graphics/Characters/Slime02_cip","6","Graphics/Pictures/ct_spawn1","克图"
"894","ワーミィ","Graphics/Faces/zigen_kenzoku_fc1","0","Graphics/Characters/Evil06_cip","2","Graphics/Pictures/ct_zigen_kenzoku1","蠕米"
"895","プラーナ","Graphics/Faces/zigen_kenzoku2_fc1","0","Graphics/Characters/Insect05_cip","2","","涡虫"
"896","アンドロメダ","Graphics/Faces/outerjelly_fc1","0","Graphics/Characters/$Outerjelly01_cip","0","Graphics/Pictures/ct_outerjelly1","安德洛墨达"
"897","ディアマンティナ","Graphics/Faces/outerworm_fc1","0","Graphics/Characters/$Outerworm01_cip","0","Graphics/Pictures/ct_outerworm1","迪亚曼蒂娜"
"898","ヌルアオ","Graphics/Faces/null_kenzoku_fc1","0","Graphics/Characters/Unknown01","3","","黏黏青"
"899","ヌルアカ","Graphics/Faces/null_kenzoku_fc1","1","Graphics/Characters/Unknown01","4","","黏黏红"
"900","ヌルキ","Graphics/Faces/null_kenzoku_fc1","2","Graphics/Characters/Unknown01","5","","黏黏黄"
"901","TT","Graphics/Faces/TT_fc1","0","Graphics/Characters/Evil06_cip","5","Graphics/Pictures/ct_tt1","TT"
"902","QQ","Graphics/Faces/QQ_fc1","0","Graphics/Characters/$QQ01_cip","0","Graphics/Pictures/ct_qq1","QQ"
"903","グラーニェ","Graphics/Faces/gran_arachne_fc1","0","Graphics/Characters/Insect05_cip","3","","格拉涅"
"904","トゥーン","Graphics/Faces/tonberi_fc1","0","Graphics/Characters/Fishes04_cip","5","Graphics/Pictures/ct_tonberi1","冬恩"
"905","インドラ","Graphics/Faces/indora_fc1","0","Graphics/Characters/Evil06_cip","4","","因陀罗"
"906","アバドン","Graphics/Faces/abaddon_fc1","0","Graphics/Characters/$Abadon01","0","","亚巴顿"
"907","ナイン","Graphics/Faces/exkyubi_fc1","0","Graphics/Characters/$Apo_kyuubi01_cip","0","","玖"
"908","ドーラドーラ","Graphics/Faces/dolladolla_fc1","0","Graphics/Characters/$DoraDora01_cip","0","Graphics/Pictures/ct_dolladolla1","朵拉朵拉"
"909","瑠渦","Graphics/Faces/beelzebub_s_fc1","0","Graphics/Characters/$Beelzebub_syuitai01_cip","0","","瑠渦"
"910","メルカヴァ","Graphics/Faces/merkava_fc1","0","Graphics/Characters/$Inorinotou01_cip","0","","灵轮"
"911","フレール","Graphics/Faces/ozum_fc1","0","Graphics/Characters/$Ozum01_cip","0","Graphics/Pictures/ct_ozum1","弗莱尔"
"912","アガリアレプト","Graphics/Faces/agaliarept_fc1","0","Graphics/Characters/Sucbuss05_cip","1","Graphics/Pictures/ct_agaliarept1","阿加利亚雷普特"
"913","ゲイズ","Graphics/Faces/gazer_fc1","0","Graphics/Characters/$Gazer01_cip","0","","盖兹"
"914","ベリアル","Graphics/Faces/berial_fc1","1","Graphics/Characters/$Belial01_cip","0","Graphics/Pictures/ct_berial1","贝利亚尔"
"916","コズミックウーマン","Graphics/Faces/hero_fc1","0","Graphics/Characters/Civlian05_cip","0","Graphics/Pictures/ct_hero1","宇宙女侠"
"917","サイバーナイト","Graphics/Faces/hero_fc2","0","Graphics/Characters/Civlian05_cip","1","Graphics/Pictures/ct_hero2","赛博骑士"
"918","ゴーストフォックス","Graphics/Faces/hero_fc3","0","Graphics/Characters/Beast05_cip","4","Graphics/Pictures/ct_hero3","鬼狐"
"919","狐華","Graphics/Faces/hero_fc4","0","Graphics/Characters/Civlian05_cip","3","","狐华"
"920","ジェサイア","Graphics/Faces/hero_fc5","0","Graphics/Characters/$Hero_No5(Angel)01_cip","0","","杰赛亚"
"921","メルティバット","Graphics/Faces/hero_fc6","0","Graphics/Characters/Sucbuss05_cip","4","","致命蝙蝠"
"922","マーリン","Graphics/Faces/merlin_fc2","0","Graphics/Characters/Civlian05_cip","5","","梅林"
"923","マーリン","Graphics/Faces/merlin_fc3","0","Graphics/Characters/Civlian05_cip","7","","梅林"
"924","ゴーストフォックス","Graphics/Faces/hero_fc3b","0","Graphics/Characters/Beast05_cip","5","Graphics/Pictures/ct_hero4","鬼狐"
"925","狐華","Graphics/Faces/hero_fc4","5","Graphics/Characters/Civlian05_cip","2","","狐华"
"926","メルティバット","Graphics/Faces/hero_fc6","3","Graphics/Characters/Sucbuss05_cip","3","","致命蝙蝠"
"927","カレン","Graphics/Faces/karen_fc1","0","Graphics/Characters/Civlian04_cip","4","Graphics/Pictures/ct_karen2；Graphics/Pictures/ct_karen1","卡莲"
"928","影紬","Graphics/Faces/kagetumugi_fc7","1","Graphics/Characters/Evil05_cip","2","Graphics/Pictures/80_kagetumugi_st82","影紬"
"929","ワイティエル会議","Graphics/Faces/whiteyel_fc2","0","Graphics/Characters/$whiteyel(trio)01_cip","0","Graphics/Pictures/ct_whiteyel1","怀蒂艾尔会议"
"998","コロン","Graphics/Faces/koron_fc1","0","Graphics/Characters/Lizerd01_cip","5","Graphics/Pictures/ct_koron2","科珑"
"999","ヌール・コギト","Graphics/Faces/nurukox_fc1","0","Graphics/Characters/$NurukoEX01_cip","0","","努尔・科吉托"
