"技能ID","日文名称","日文所属","日文说明","可学习职业（日文，含等级）","可学习种族（日文，含等级）","HP消耗","MP消耗","SP消耗（内部TP）","中文名称","中文所属","中文说明","可学习职业（中文，含等级）","可学习种族（中文，含等级）","技能类型ID"
"962","魔刃・雪時雨","剣技","威力：Ｓ（力）　対象：敵単体
舞い散る雪時雨の中、敵を切り裂く奥義","4:魔剣士（Lv10）","","0","0","10","魔刃・雪时雨","剑技","威力：Ｓ（力）　対象：敵単体
在飘散的雪时雨中，斩裂敌人的奥义","4:魔剑士（Lv10）","","7"
"963","皇竜九炎陣","剣技","威力：Ｓ（力）　対象：敵単体　属性：炎
敵単体に炎の斬撃を集中する、竜族の必殺奥義","","285:覇竜（Lv10）","0","0","10","皇龙九炎阵","剑技","威力：Ｓ（力）　対象：敵単体　属性：炎
对单体敌人集中炎之斩击，龙族的必杀奥义","","285:霸龙（Lv10）","7"
"964","ジャスティスヘブン","剣技","威力：Ａ（力）　対象：敵全体　属性：聖
剣を通じて魔物を滅ぼすオーラを立ち昇らせる奥義","","364:上位天使（Lv2）","0","10","4","正义天堂","剑技","威力：Ａ（力）　対象：敵全体　属性：聖
通过剑释放出消灭魔物的圣气，升腾而起的奥义","","364:上位天使（Lv2）","7"
"965","閃殺","剣技","威力：Ｓ（力）　対象：敵単体　効果：速攻・強化解除
時空そのものを裂き、あらゆる効果を消滅させる奥義","","365:堕天使（Lv8）","0","0","9","闪杀","剑技","威力：Ｓ（力）　対象：敵単体　効果：速攻・強化解除
撕裂时空，消灭一切效果的奥义","","365:堕天使（Lv8）","7"
"966","烈空堕天斬","剣技","威力：Ｓ（力）　対象：敵単体　属性：聖
聖なる波動を放ちながら、敵を斬り裂く堕天使の奥義","","365:堕天使（Lv2）","0","12","5","烈空堕天斩","剑技","威力：Ｓ（力）　対象：敵単体　属性：聖
释放神圣波动，斩裂敌人的堕天使奥义","","365:堕天使（Lv2）","7"
"967","てんぐんのけん","剣技","威力：Ｓ（力）　対象：敵単体　属性：聖
言うことを聞かない者を叩き伏せる一撃","","","0","12","5","天军之剑","剑技","威力：Ｓ（力）　対象：敵単体　属性：聖
对不听话者施以制服的一击","","","7"
"968","瞬撃・疾風雷鳴","剣技","威力：ＳＳ（力）　対象：敵単体　属性：雷・風　効果：速攻
風と雷の力を駆使し、一息で敵を串刺しにする究極の突き奥義","7011:究極剣士（Lv2）","","0","20","7","瞬击・疾风雷鸣","剑技","威力：ＳＳ（力）　対象：敵単体　属性：雷・風　効果：速攻
运用风雷之力，一瞬间将敌人串刺的究极突刺奥义","7011:究极剑士（Lv2）","","7"
"969","諸刃微塵斬り","剣技","威力：ＳＳＳ（力）　対象：敵単体　効果：自分もダメージ
己のダメージと引き換えに凄まじい連続斬りを繰り出す奥義","7011:究極剣士（Lv5）","","0","0","5","诸刃微尘斩","剑技","威力：ＳＳＳ（力）　対象：敵単体　効果：自分もダメージ
以自身伤害为代价，施展出惊人的连续斩击奥义","7011:究极剑士（Lv5）","","7"
"970","メギドカリバーン","剣技","威力：ＳＳ（力）　対象：敵全体　属性：闇
闇の剣で一気に敵を薙ぎ払う暗黒奥義","7011:究極剣士（Lv11）","","14%当前HP","0","8","毁灭之王剑","剑技","威力：ＳＳ（力）　対象：敵全体　属性：闇
用暗之剑一口气扫荡敌人的黑暗奥义","7011:究极剑士（Lv11）","","7"
"971","聖光六閃斬","剣技","威力：ＳＳＳ（力）　対象：敵ランダム6回　属性：聖
聖なるオーラをまとい六連斬撃を繰り出す聖奥義","7011:究極剣士（Lv7）","","0","30","9","圣光六闪斩","剑技","威力：ＳＳＳ（力）　対象：敵ランダム6回　属性：聖
圣之气息缠绕，施展六连斩击的圣奥义","7011:究极剑士（Lv7）","","7"
"972","闇天","剣技","威力：４Ｓ（力）　対象：敵単体　属性：修羅
修羅の刃で全てを断つ混沌奥義","7011:究極剣士（Lv14）","","0","0","22","暗天","剑技","威力：４Ｓ（力）　対象：敵単体　属性：修羅
修罗之刃斩断一切的混沌奥义","7011:究极剑士（Lv14）","","7"
"973","アトミックスラッシュ","剣技","威力：ＳＳ（力）　対象：敵全体　属性：修羅・核熱
核熱の力を剣に宿し、敵を一閃する混沌奥義","7012:フォースマスター（Lv4）","","0","27","8","原子斩","剑技","威力：ＳＳ（力）　対象：敵全体　属性：修羅・核熱
将核热之力注入剑中，一闪敌人的混沌奥义","7012:力量大师（Lv4）","","7"
"974","クァンタスラッシュ","剣技","威力：ＳＳ（力）　対象：敵全体　属性：修羅・量子
量子の力を剣に宿し、敵を一閃する混沌奥義","7012:フォースマスター（Lv6）","","0","27","8","量子斩","剑技","威力：ＳＳ（力）　対象：敵全体　属性：修羅・量子
将量子之力注入剑中，一闪敌人的混沌奥义","7012:力量大师（Lv6）","","7"
"975","イオンスラッシュ","剣技","威力：ＳＳ（力）　対象：敵全体　属性：修羅・イオン
イオンの力を剣に宿し、敵を一閃する混沌奥義","7012:フォースマスター（Lv8）","","0","27","8","离子斩","剑技","威力：ＳＳ（力）　対象：敵全体　属性：修羅・イオン
将离子之力注入剑中，一闪敌人的混沌奥义","7012:力量大师（Lv8）","","7"
"976","癒しの剣","剣技","対象：味方単体　効果：HP中回復
癒しの力を込めた剣を掲げ、味方単体の体力を回復する技","","362:下位天使（Lv5）","0","0","2","治愈之剑","剑技","対象：味方単体　効果：HP中回復
高举蕴含治愈之力的剑，恢复我方单体的体力","","362:下位天使（Lv5）","7"
"977","奇跡の剣","剣技","対象：味方単体　効果：HP大回復
奇跡の力を込めた剣を掲げ、味方単体の体力を大きく回復する技","","363:中位天使（Lv5）","0","0","4","奇迹之剑","剑技","対象：味方単体　効果：HP大回復
高举蕴含奇迹之力的剑，大幅恢复我方单体的体力","","363:中位天使（Lv5）","7"
"978","大奇跡の剣","剣技","対象：味方全体　効果：HP大回復
奇跡の力を込めた剣を掲げ、味方全体の体力を大きく回復する技","","364:上位天使（Lv8）","0","40","20","大奇迹之剑","剑技","対象：味方全体　効果：HP大回復
举起蕴含奇迹之力的剑，大幅回复我方全体的体力","","364:上位天使（Lv8）","7"
"979","超奇跡の剣","剣技","対象：味方全体　効果：HP全回復・完全蘇生
大いなる奇跡の力により、全員を蘇生させ全回復する技","","7436:天の軍団長（Lv4）","0","55","25","超奇迹之剑","剑技","対象：味方全体　効果：HP全回復・完全蘇生
凭借伟大的奇迹之力，复活所有人并完全回复","","7436:天之军团长（Lv4）","7"
"985","チャージレイ","尖剣技","威力：Ｅ（力・速）　対象：敵単体
鋭く踏み込み、剣先を回転させながら敵にねじ込む尖剣技","134:貴族（Lv2）","","0","0","2","蓄能射线","尖剑技","威力：Ｅ（力・速）　対象：敵単体
锐利地踏入，一边旋转剑尖一边将剑刺入敌人的尖锐剑技","134:贵族（Lv2）","","8"
"986","Vスラッシュ","尖剣技","威力：Ｃ（力・速）　対象：敵単体2回
Vの字に敵を切り裂く華麗な尖剣技","134:貴族（Lv10）","158:妖魔（Lv9）","0","0","4","V斩击","尖剑技","威力：Ｃ（力・速）　対象：敵単体2回
以V字形切开敌人的华丽尖锐剑技","134:贵族（Lv10）","158:妖魔（Lv9）","8"
"987","ダンシングサーブル","尖剣技","威力：Ｄ（力・速）　対象：敵ランダム3回
踊るような足さばきで連続突きを浴びせる尖剣技","134:貴族（Lv4）","","0","0","3","舞刃之锋","尖剑技","威力：Ｄ（力・速）　対象：敵ランダム3回
以舞蹈般的步伐连续刺击敌人的尖锐剑技","134:贵族（Lv4）","","8"
"988","スプラッシュフルーレ","尖剣技","威力：Ｅ（力・速）　対象：敵全体
華麗な足さばきで敵全体を突く尖剣技","134:貴族（Lv6）","","0","0","3","溅洒花剑","尖剑技","威力：Ｅ（力・速）　対象：敵全体
以华丽的步伐刺击全体敌人的尖锐剑技","134:贵族（Lv6）","","8"
"989","クロスアンブル","尖剣技","威力：Ｄ（力・速）　対象：敵単体2回
洗練されたサーベルさばきで敵単体を2回突く","","158:妖魔（Lv3）","0","0","3","十字漫步","尖剑技","威力：Ｄ（力・速）　対象：敵単体2回
以精湛的剑术刺击单体敌人2次","","158:妖魔（Lv3）","8"
"990","トライジャッド","尖剣技","威力：Ｂ（力・速）　対象：敵単体3回
卓越したサーベルさばきで敵単体を3回突く","","159:上級妖魔（Lv2）","0","0","5","三重审判","尖剑技","威力：Ｂ（力・速）　対象：敵単体3回
以卓越的剑术刺击单体敌人3次","","159:上级妖魔（Lv2）","8"
"991","フォティトゥリア","尖剣技","威力：Ａ（力・速）　対象：敵ランダム3回　属性：炎
舞うように繰り出される炎の乱撃","7004:フェンサー（Lv2）","159:上級妖魔（Lv7）","0","0","6","光辉裁决","尖剑技","威力：Ａ（力・速）　対象：敵ランダム3回　属性：炎
如舞蹈般挥出的炎之乱击","7004:剑术家（Lv2）","159:上级妖魔（Lv7）","8"
"992","パゴストゥリア","尖剣技","威力：Ａ（力・速）　対象：敵ランダム3回　属性：氷
舞うように繰り出される氷の乱撃","7004:フェンサー（Lv2）","163:半獣妖魔（Lv7）","0","0","6","冰霜裁决","尖剑技","威力：Ａ（力・速）　対象：敵ランダム3回　属性：氷
如舞蹈般挥出的冰之乱击","7004:剑术家（Lv2）","163:半兽妖魔（Lv7）","8"
"993","ケラヴトゥリア","尖剣技","威力：Ａ（力・速）　対象：敵ランダム3回　属性：雷
舞うように繰り出される雷の乱撃","7004:フェンサー（Lv2）","161:聖魔（Lv7）","0","0","6","雷霆裁决","尖剑技","威力：Ａ（力・速）　対象：敵ランダム3回　属性：雷
如舞蹈般挥出的雷之乱击","7004:剑术家（Lv2）","161:圣魔（Lv7）","8"
"994","ゼクスルージュ","尖剣技","威力：Ｓ（力・速）　対象：敵単体6回
神業のサーベルさばきで敵単体に六連撃を仕掛ける","7005:ノーブルフェンサー（Lv2）","160:妖魔貴族（Lv2）","0","0","10","胭红六刃","尖剑技","威力：Ｓ（力・速）　対象：敵単体6回
神技般的剑术对单体敌人施展六连击","7005:高贵剑士（Lv2）","160:妖魔贵族（Lv2）","8"
"995","プリエール","尖剣技","威力：Ｂ（力・速）　対象：敵単体　属性：炎
魔力を帯びた刃で敵を発火させる特殊な尖剣技","","161:聖魔（Lv2）","0","0","5","祈祷","尖剑技","威力：Ｂ（力・速）　対象：敵単体　属性：炎
魔力缠绕的剑刃使敌人着火的特殊剑技","","161:圣魔（Lv2）","8"
"996","ヴィクトワール","尖剣技","威力：Ｓ（力・速）　対象：敵単体　属性：炎
魔力を帯びた刃でV字に斬り付け、敵を炎上させる特殊な尖剣奥義","","162:神魔（Lv2）","0","0","10","凯旋","尖剑技","威力：Ｓ（力・速）　対象：敵単体　属性：炎
魔力缠绕的剑刃以V字斩击使敌人燃烧的特殊剑奥义","","162:神魔（Lv2）","8"
"997","アンスタン","尖剣技","威力：Ｃ（力・速）　対象：敵全体
力任せの豪快なサーベルさばきで敵を貫く尖剣技","","163:半獣妖魔（Lv2）","0","0","5","瞬影","尖剑技","威力：Ｃ（力・速）　対象：敵全体
豪迈的剑术贯穿敌人的剑技","","163:半兽妖魔（Lv2）","8"
"998","ネメシス","尖剣技","威力：Ａ（力・速）　対象：敵全体
力と魔力を融合させ、敵を蜂の巣にする尖剣奥義","","164:邪獣妖魔（Lv2）","0","0","8","复仇","尖剑技","威力：Ａ（力・速）　対象：敵全体
融合力量与魔力，使敌人如蜂巢般的剑奥义","","164:邪兽妖魔（Lv2）","8"
"999","ノーザンクロス","尖剣技","威力：Ａ（力・速）　対象：敵全体　属性：炎
炎の魔力を帯びた刃で敵全体を十字に切り裂く尖剣奥義","","160:妖魔貴族（Lv10）","0","0","8","北十字星","尖剑技","威力：Ａ（力・速）　対象：敵全体　属性：炎
炎之魔力缠绕的剑刃将全体敌人十字斩裂的剑奥义","","160:妖魔贵族（Lv10）","8"
"1000","昇天剣舞","尖剣技","威力：Ｓ（力・速）　対象：敵単体5回　属性：快楽
淫魔の念を込め連続突きを繰り出す快楽奥義","","","0","0","10","升天剑舞","尖剑技","威力：Ｓ（力・速）　対象：敵単体5回　属性：快楽
注入淫魔之念，连续突刺的快乐奥义","","","8"
"1001","ノブレス・オブリージュ","尖剣技","対象：使用者　効果：「尖剣技」連続発動・SP自動回復
3ターンの間尖剣技が連続発動、それ以外のスキルは使用不能","134:貴族（Lv8）","","0","0","4","贵族的义务","尖剑技","対象：使用者　効果：「尖剣技」連続発動・SP自動回復
3回合内尖剑技连续发动，其他技能无法使用","134:贵族（Lv8）","","8"
"1002","オブリージュ・アンフィニ","尖剣技","対象：使用者　効果：「尖剣技」三連続発動・SP自動回復
3ターンの間尖剣技が三連続発動、それ以外のスキルは使用不能","7005:ノーブルフェンサー（Lv8）","","0","0","7","无限的义务","尖剑技","対象：使用者　効果：「尖剣技」三連続発動・SP自動回復
3回合内尖剑技三连发，其他技能无法使用","7005:高贵剑士（Lv8）","","8"
