"大分类","技能类型ID","技能类型名称","技能类型中文名称","技能ID","技能名称","技能中文名称"
"能力","1","戦技アビリティ","战技能力","6455","ヌル属性付加","空属性附加"
"能力","1","戦技アビリティ","战技能力","6456","/人間大特攻",""
"能力","1","戦技アビリティ","战技能力","6457","/人間超特攻",""
"能力","1","戦技アビリティ","战技能力","6458","/妖魔大特攻",""
"能力","1","戦技アビリティ","战技能力","6459","/妖魔超特攻",""
"能力","1","戦技アビリティ","战技能力","6460","/亜人大特攻",""
"能力","1","戦技アビリティ","战技能力","6461","/亜人超特攻",""
"能力","1","戦技アビリティ","战技能力","6462","/淫魔大特攻",""
"能力","1","戦技アビリティ","战技能力","6463","/淫魔超特攻",""
"能力","1","戦技アビリティ","战技能力","6464","/吸血鬼大特攻",""
"能力","1","戦技アビリティ","战技能力","6465","/吸血鬼超特攻",""
"能力","1","戦技アビリティ","战技能力","6466","/人魚大特攻",""
"能力","1","戦技アビリティ","战技能力","6467","/人魚超特攻",""
"能力","1","戦技アビリティ","战技能力","6468","/エルフ大特攻",""
"能力","1","戦技アビリティ","战技能力","6469","/エルフ超特攻",""
"能力","1","戦技アビリティ","战技能力","6470","/妖精大特攻",""
"能力","1","戦技アビリティ","战技能力","6471","/妖精超特攻",""
"能力","1","戦技アビリティ","战技能力","6472","/スライム大特攻",""
"能力","1","戦技アビリティ","战技能力","6473","/スライム超特攻",""
"能力","1","戦技アビリティ","战技能力","6474","/魔獣大特攻",""
"能力","1","戦技アビリティ","战技能力","6475","/魔獣超特攻",""
"能力","1","戦技アビリティ","战技能力","6476","/妖狐大特攻",""
"能力","1","戦技アビリティ","战技能力","6477","/妖狐超特攻",""
"能力","1","戦技アビリティ","战技能力","6478","/ラミア大特攻",""
"能力","1","戦技アビリティ","战技能力","6479","/ラミア超特攻",""
"能力","1","戦技アビリティ","战技能力","6480","/スキュラ大特攻",""
"能力","1","戦技アビリティ","战技能力","6481","/スキュラ超特攻",""
"能力","1","戦技アビリティ","战技能力","6482","/ハーピー大特攻",""
"能力","1","戦技アビリティ","战技能力","6483","/ハーピー超特攻",""
"能力","1","戦技アビリティ","战技能力","6484","/竜大特攻",""
"能力","1","戦技アビリティ","战技能力","6485","/竜超特攻",""
"能力","1","戦技アビリティ","战技能力","6486","/陸棲種大特攻",""
"能力","1","戦技アビリティ","战技能力","6487","/陸棲種超特攻",""
"能力","1","戦技アビリティ","战技能力","6488","/海棲種大特攻",""
"能力","1","戦技アビリティ","战技能力","6489","/海棲種超特攻",""
"能力","1","戦技アビリティ","战技能力","6490","/虫大特攻",""
"能力","1","戦技アビリティ","战技能力","6491","/虫超特攻",""
"能力","1","戦技アビリティ","战技能力","6492","/植物大特攻",""
"能力","1","戦技アビリティ","战技能力","6493","/植物超特攻",""
"能力","1","戦技アビリティ","战技能力","6494","/ゾンビ大特攻",""
"能力","1","戦技アビリティ","战技能力","6495","/ゾンビ超特攻",""
"能力","1","戦技アビリティ","战技能力","6496","/ゴースト大特攻",""
"能力","1","戦技アビリティ","战技能力","6497","/ゴースト超特攻",""
"能力","1","戦技アビリティ","战技能力","6498","/ドール大特攻",""
"能力","1","戦技アビリティ","战技能力","6499","/ドール超特攻",""
"能力","1","戦技アビリティ","战技能力","6500","/キメラ大特攻",""
"能力","1","戦技アビリティ","战技能力","6501","/キメラ超特攻",""
"能力","1","戦技アビリティ","战技能力","6502","/天使大特攻",""
"能力","1","戦技アビリティ","战技能力","6503","/天使超特攻",""
"能力","1","戦技アビリティ","战技能力","6504","/巨体大特攻",""
"能力","1","戦技アビリティ","战技能力","6505","/巨体超特攻",""
"能力","1","戦技アビリティ","战技能力","6506","ロイド特攻","机器人特攻"
"能力","1","戦技アビリティ","战技能力","6507","/ロイド大特攻",""
"能力","1","戦技アビリティ","战技能力","6508","/ロイド超特攻",""
"能力","1","戦技アビリティ","战技能力","6509","アポトーシス特攻","凋零者特攻"
"能力","1","戦技アビリティ","战技能力","6510","混沌中和",""
"能力","1","戦技アビリティ","战技能力","6511","/アポトーシス超特攻",""
"能力","1","戦技アビリティ","战技能力","6512","飛行特攻","飞行特攻"
"能力","1","戦技アビリティ","战技能力","6513","/飛行大特攻",""
"能力","1","戦技アビリティ","战技能力","6514","/飛行超特攻",""
"能力","1","戦技アビリティ","战技能力","6515","魔王特攻",""
"能力","1","戦技アビリティ","战技能力","6516","/魔王大特攻",""
"能力","1","戦技アビリティ","战技能力","6517","/魔王超特攻",""
"能力","1","戦技アビリティ","战技能力","6518","神特攻",""
"能力","1","戦技アビリティ","战技能力","6519","/神大特攻",""
"能力","1","戦技アビリティ","战技能力","6520","/神超特攻",""
"能力","1","戦技アビリティ","战技能力","6521","ボス特攻15%","BOSS特攻15%"
"能力","1","戦技アビリティ","战技能力","6522","ボス特攻30%","BOSS特攻30%"
"能力","1","戦技アビリティ","战技能力","6523","ボス特攻50%","BOSS特攻50%"
"能力","1","戦技アビリティ","战技能力","6524","ボス特攻75%","BOSS特攻75%"
"能力","1","戦技アビリティ","战技能力","6525","ボス特攻100%","BOSS特攻100%"
"能力","1","戦技アビリティ","战技能力","6526","物理オーバーブースター","物理超增强"
"能力","1","戦技アビリティ","战技能力","6527","/物理ブースター",""
"能力","1","戦技アビリティ","战技能力","6528","/物理ブースター",""
"能力","1","戦技アビリティ","战技能力","6529","/物理ブースター",""
"能力","1","戦技アビリティ","战技能力","6530","種族特攻オーバーブースター","种族特攻超增强"
"能力","1","戦技アビリティ","战技能力","6531","/種族特攻ブースター",""
"能力","1","戦技アビリティ","战技能力","6532","/種族特攻ブースター",""
"能力","1","戦技アビリティ","战技能力","6533","/種族特攻ブースター",""
"能力","1","戦技アビリティ","战技能力","6534","状態異常特攻ブースター","状态异常特攻增强"
"能力","1","戦技アビリティ","战技能力","6535","状態異常特攻ハイブースター","状态异常特攻高级增强"
"能力","1","戦技アビリティ","战技能力","6536","状態異常特攻エクスブースター","状态异常特攻极限增强"
"能力","1","戦技アビリティ","战技能力","6537","状態異常特攻オーバーブースター","状态异常特攻超增强"
"能力","1","戦技アビリティ","战技能力","6538","/状態異常特攻ブースター",""
"能力","1","戦技アビリティ","战技能力","6539","/状態異常特攻ブースター",""
"能力","1","戦技アビリティ","战技能力","6540","修羅ブースター","修罗增强"
"能力","1","戦技アビリティ","战技能力","6541","修羅ハイブースター","修罗高级增强"
"能力","1","戦技アビリティ","战技能力","6542","修羅エクスブースター","修罗极限增强"
"能力","1","戦技アビリティ","战技能力","6543","修羅オーバーブースター","修罗超增强"
"能力","1","戦技アビリティ","战技能力","6544","/修羅ブースター",""
"能力","1","戦技アビリティ","战技能力","6545","/修羅ブースター",""
"能力","1","戦技アビリティ","战技能力","6546","/修羅ブースター",""
"能力","1","戦技アビリティ","战技能力","6547","通常攻撃エクスブースター","普通攻击极限增强"
"能力","1","戦技アビリティ","战技能力","6548","/通常攻撃ゴッドブースター",""
"能力","1","戦技アビリティ","战技能力","6549","/通常攻撃ブースター",""
"能力","1","戦技アビリティ","战技能力","6550","短剣オーバーブースター","短剑超增强"
"能力","1","戦技アビリティ","战技能力","6551","剣オーバーブースター","剑超增强"
"能力","1","戦技アビリティ","战技能力","6552","尖剣オーバーブースター","尖剑超增强"
"能力","1","戦技アビリティ","战技能力","6553","槍オーバーブースター","枪超增强"
"能力","1","戦技アビリティ","战技能力","6554","刀オーバーブースター","刀超增强"
"能力","1","戦技アビリティ","战技能力","6555","忍者刀オーバーブースター","忍者刀超增强"
"能力","1","戦技アビリティ","战技能力","6556","拳オーバーブースター","拳超增强"
"能力","1","戦技アビリティ","战技能力","6557","牙オーバーブースター","牙超增强"
"能力","1","戦技アビリティ","战技能力","6558","斧オーバーブースター","斧超增强"
"能力","1","戦技アビリティ","战技能力","6559","棍オーバーブースター","棍超增强"
"能力","1","戦技アビリティ","战技能力","6560","鎌オーバーブースター","镰超增强"
"能力","1","戦技アビリティ","战技能力","6561","弓矢オーバーブースター","弓箭超增强"
"能力","1","戦技アビリティ","战技能力","6562","鞭オーバーブースター","鞭超增强"
"能力","1","戦技アビリティ","战技能力","6563","ブーメランオーバーブースター","回旋镖超增强"
"能力","1","戦技アビリティ","战技能力","6564","鉄球オーバーブースター","铁球超增强"
"能力","1","戦技アビリティ","战技能力","6565","扇オーバーブースター","扇超增强"
"能力","1","戦技アビリティ","战技能力","6566","銃オーバーブースター","铳超增强"
