"能力ID","日文名称","日文所属","日文说明","可学习职业（日文，含等级）","可学习种族（日文，含等级）","所需AP","中文名称","中文所属","中文说明","可学习职业（中文，含等级）","可学习种族（中文，含等级）","技能类型ID"
"143","風属性付加","戦技アビリティ","物理攻撃に風属性を付加する","66:極忍（Lv4）","179:淫闘サキュバス（Lv7）","15","风属性附加","战技能力","物理攻击附加风属性","66:极忍（Lv4）","179:淫斗魅魔（Lv7）","1"
"144","土属性付加","戦技アビリティ","物理攻撃に土属性を付加する","131:パーフェクトメイド（Lv4）","246:中級妖狐（Lv3）","15","土属性附加","战技能力","物理攻击附加土属性","131:完美女仆（Lv4）","246:中级妖狐（Lv3）","1"
"145","水属性付加","戦技アビリティ","物理攻撃に水属性を付加する","69:海賊王（Lv4）；76:海軍大将（Lv4）","197:海賊マーメイド（Lv7）","15","水属性附加","战技能力","物理攻击附加水属性","69:海贼王（Lv4）；76:海军大将（Lv4）","197:海贼人鱼（Lv7）","1"
"146","聖属性付加","戦技アビリティ","物理攻撃に聖属性を付加する","","367:ロードヴァルキュリア（Lv9）","20","圣属性附加","战技能力","物理攻击附加圣属性","","367:女武神领主（Lv9）","1"
"147","闇属性付加","戦技アビリティ","物理攻撃に闇属性を付加する","4:魔剣士（Lv5）","166:魔王（Lv11）","20","暗属性附加","战技能力","物理攻击附加暗属性","4:魔剑士（Lv5）","166:魔王（Lv11）","1"
"148","音波属性付加","戦技アビリティ","物理攻撃に音波属性を付加する","119:マスタードーラー（Lv5）","194:マーメイド（Lv8）；347:ボーカロイド（Lv7）","15","音波属性附加","战技能力","物理攻击附加音波属性","119:大师操偶者（Lv5）","194:人鱼（Lv8）；347:声乐人偶（Lv7）","1"
"149","バイオ属性付加","戦技アビリティ","物理攻撃にバイオ属性を付加する","115:ネクロマスター（Lv5）","333:ゾンビドクター（Lv7）","15","生化属性附加","战技能力","物理攻击附加生化属性","115:死灵大师（Lv5）","333:僵尸医生（Lv7）","1"
"150","快楽属性付加","戦技アビリティ","物理攻撃に快楽属性を付加する","67:淫流くのいち（Lv3）","178:モンクサキュバス（Lv7）","20","快乐属性附加","战技能力","物理攻击附加快乐属性","67:淫流女忍（Lv3）","178:僧侣魅魔（Lv7）","1"
"151","物理ブースター","戦技アビリティ","物理ダメージが15%アップする","142:勇者（Lv9）；7000:ワイルドハート（Lv8）","152:魔人（Lv8）","10","物理增强","战技能力","物理伤害提升15%","142:勇者（Lv9）；7000:野性之心（Lv8）","152:魔人（Lv8）","1"
"152","物理ハイブースター","戦技アビリティ","物理ダメージが30%アップする","143:光の勇者（Lv9）；144:闇の勇者（Lv9）；7011:究極剣士（Lv10）；7056:超魔生物（Lv11）","153:魔神（Lv8）","20","物理高级增强","战技能力","物理伤害提升30%","143:光之勇者（Lv9）；144:暗之勇者（Lv9）；7011:究极剑士（Lv10）；7056:超魔生物（Lv11）","153:魔神（Lv8）","1"
"153","物理エクスブースター","戦技アビリティ","物理ダメージが50%アップする","7051:混沌の勇者（Lv14）；7073:破滅事象（Lv15）","154:超魔神（Lv11）；7445:巨神王（Lv18）","30","物理极限增强","战技能力","物理伤害提升50%","7051:混沌的勇者（Lv14）；7073:破灭事象（Lv15）","154:超魔神（Lv11）；7445:巨神王（Lv18）","1"
"154","種族特攻ブースター","戦技アビリティ","種族特攻ダメージが25%アップする","","298:魔物狩り狩り（Lv9）","10","种族特攻增强","战技能力","种族特攻伤害提升25%","","298:魔物狩猎（Lv9）","1"
"155","種族特攻ハイブースター","戦技アビリティ","種族特攻ダメージが50%アップする","","299:巨人殺し（Lv9）","20","种族特攻高级增强","战技能力","种族特攻伤害提升50%","","299:巨人杀手（Lv9）","1"
"156","種族特攻エクスブースター","戦技アビリティ","種族特攻ダメージが100%アップする","","300:百魔の王（Lv15）","30","种族特攻极限增强","战技能力","种族特攻伤害提升100%","","300:百魔之王（Lv15）","1"
"157","通常攻撃ミニブースター","戦技アビリティ","通常攻撃のダメージが1段階アップする","74:ナイツオブラウンド（Lv7）；91:ゴッドファーザー（Lv9）","351:下位アポトーシス（Lv9）","5","普通攻击小增强","战技能力","普通攻击伤害提升1级","74:圆桌骑士（Lv7）；91:教父（Lv9）","351:下位凋零者（Lv9）","1"
"158","通常攻撃ブースター","戦技アビリティ","通常攻撃のダメージが2段階アップする","31:バトルエンペラー（Lv5）","352:上位アポトーシス（Lv9）","10","普通攻击增强","战技能力","普通攻击伤害提升2级","31:战斗皇帝（Lv5）","352:上位凋零者（Lv9）","1"
"159","通常攻撃ハイブースター","戦技アビリティ","通常攻撃のダメージが3段階アップする","7028:パーフェクトアームズ（Lv5）","353:究極至高人形（Lv12）；7447:X型アポトーシス（Lv15）","20","普通攻击高级增强","战技能力","普通攻击伤害提升3级","7028:完美武器（Lv5）","353:究极至高人偶（Lv12）；7447:X型凋零者（Lv15）","1"
"160","短剣ブースター","戦技アビリティ","短剣装備時、その武器によるダメージが15%アップする","63:マスターシーフ（Lv9）","185:ノスフェラトゥ（Lv8）","10","短剑增强","战技能力","装备短剑时，该武器造成的伤害提升15%","63:大师盗贼（Lv9）","185:诺斯费拉图（Lv8）","1"
"161","短剣ハイブースター","戦技アビリティ","短剣装備時、その武器によるダメージが30%アップする","64:トリックスター（Lv9）","186:夜の帝王（Lv8）","20","短剑高级增强","战技能力","装备短剑时，该武器造成的伤害提升30%","64:诡计之星（Lv9）","186:夜之帝王（Lv8）","1"
"162","短剣エクスブースター","戦技アビリティ","短剣装備時、その武器によるダメージが50%アップする","7029:盗神（Lv12）","193:ドラキュリーナ（Lv15）","30","短剑极限增强","战技能力","装备短剑时，该武器造成的伤害提升50%","7029:盗神（Lv12）","193:德古莉娜（Lv15）","1"
"163","剣ブースター","戦技アビリティ","剣装備時、その武器によるダメージが15%アップする","2:剣士（Lv9）","210:デュラハン（Lv9）；7406:近接型ロイド（Lv9）","10","剑增强","战技能力","装备剑时，该武器造成的伤害提升15%","2:剑士（Lv9）","210:杜拉罕（Lv9）；7406:近战型机器人（Lv9）","1"
"164","剣ハイブースター","戦技アビリティ","剣装備時、その武器によるダメージが30%アップする","3:剣聖（Lv9）；4:魔剣士（Lv9）","211:ロードデュラハン（Lv9）；7407:アサルトロイド（Lv9）","20","剑高级增强","战技能力","装备剑时，该武器造成的伤害提升30%","3:剑圣（Lv9）；4:魔剑士（Lv9）","211:领主杜拉罕（Lv9）；7407:突击机器人（Lv9）","1"
"165","剣エクスブースター","戦技アビリティ","剣装備時、その武器によるダメージが50%アップする","7011:究極剣士（Lv14）","213:アルフ神族（Lv17）；291:神竜（Lv18）；370:熾天使（Lv17）；7443:アサルトバスター（Lv17）","30","剑极限增强","战技能力","装备剑时，该武器造成的伤害提升50%","7011:究极剑士（Lv14）","213:亚尔夫神族（Lv17）；291:神龙（Lv18）；370:炽天使（Lv17）；7443:突击破坏者（Lv17）","1"
"166","尖剣ブースター","戦技アビリティ","尖剣装備時、その武器によるダメージが15%アップする","135:王（Lv5）；7004:フェンサー（Lv8）","160:妖魔貴族（Lv3）","10","尖剑增强","战技能力","装备尖剑时，该武器造成的伤害提升15%","135:王（Lv5）；7004:剑术家（Lv8）","160:妖魔贵族（Lv3）","1"
"167","尖剣ハイブースター","戦技アビリティ","尖剣装備時、その武器によるダメージが30%アップする","136:騎士王（Lv5）；137:魔導王（Lv5）；7005:ノーブルフェンサー（Lv8）","","20","尖剑高级增强","战技能力","装备尖剑时，该武器造成的伤害提升30%","136:骑士王（Lv5）；137:魔导王（Lv5）；7005:高贵剑士（Lv8）","","1"
"168","尖剣エクスブースター","戦技アビリティ","尖剣装備時、その武器によるダメージが50%アップする","7053:ラストノーブル（Lv14）","166:魔王（Lv13）","30","尖剑极限增强","战技能力","装备尖剑时，该武器造成的伤害提升50%","7053:最后的贵族（Lv14）","166:魔王（Lv13）","1"
"169","槍ブースター","戦技アビリティ","槍装備時、その武器によるダメージが15%アップする","9:竜騎士（Lv9）","","10","枪增强","战技能力","装备枪时，该武器造成的伤害提升15%","9:龙骑士（Lv9）","","1"
"170","槍ハイブースター","戦技アビリティ","槍装備時、その武器によるダメージが30%アップする","10:ホーリーランサー（Lv9）；11:邪竜騎士（Lv9）","","20","枪高级增强","战技能力","装备枪时，该武器造成的伤害提升30%","10:圣枪骑士（Lv9）；11:邪龙骑士（Lv9）","","1"
"171","槍エクスブースター","戦技アビリティ","槍装備時、その武器によるダメージが50%アップする","7013:神竜の騎士（Lv14）","282:神鳥（Lv16）；370:熾天使（Lv17）","30","枪极限增强","战技能力","装备枪时，该武器造成的伤害提升50%","7013:神龙骑士（Lv14）","282:神鸟（Lv16）；370:炽天使（Lv17）","1"
"172","刀ブースター","戦技アビリティ","刀装備時、その武器によるダメージが15%アップする","12:侍（Lv9）","","10","刀增强","战技能力","装备刀时，该武器造成的伤害提升15%","12:侍（Lv9）","","1"
"173","刀ハイブースター","戦技アビリティ","刀装備時、その武器によるダメージが30%アップする","13:聖侍（Lv9）；14:魔侍（Lv9）","","20","刀高级增强","战技能力","装备刀时，该武器造成的伤害提升30%","13:圣武士（Lv9）；14:魔武士（Lv9）","","1"
"174","刀エクスブースター","戦技アビリティ","刀装備時、その武器によるダメージが50%アップする","7014:修羅（Lv14）","174:妖怪王（Lv15）；273:インフィニティスキュラ（Lv17）","30","刀极限增强","战技能力","装备刀时，该武器造成的伤害提升50%","7014:修罗（Lv14）","174:妖怪王（Lv15）；273:无限斯库拉（Lv17）","1"
"175","忍者刀ブースター","戦技アビリティ","忍者刀装備時、その武器によるダメージが15%アップする","65:忍者（Lv9）","","10","忍者刀增强","战技能力","装备忍者刀时，该武器造成的伤害提升15%","65:忍者（Lv9）","","1"
"176","忍者刀ハイブースター","戦技アビリティ","忍者刀装備時、その武器によるダメージが30%アップする","66:極忍（Lv9）","","20","忍者刀高级增强","战技能力","装备忍者刀时，该武器造成的伤害提升30%","66:极忍（Lv9）","","1"
"177","忍者刀エクスブースター","戦技アビリティ","忍者刀装備時、その武器によるダメージが50%アップする","7030:忍神（Lv14）","193:ドラキュリーナ（Lv15）；253:零尾の狐（Lv15）","30","忍者刀极限增强","战技能力","装备忍者刀时，该武器造成的伤害提升50%","7030:忍神（Lv14）","193:德古莉娜（Lv15）；253:零尾之狐（Lv15）","1"
"178","拳ブースター","戦技アビリティ","拳装備時、その武器によるダメージが15%アップする","23:拳豪（Lv9）","","10","拳增强","战技能力","装备拳时，该武器造成的伤害提升15%","23:拳豪（Lv9）","","1"
"179","拳ハイブースター","戦技アビリティ","拳装備時、その武器によるダメージが30%アップする","24:拳聖（Lv9）；25:邪拳王（Lv9）","","20","拳高级增强","战技能力","装备拳时，该武器造成的伤害提升30%","24:拳圣（Lv9）；25:邪拳王（Lv9）","","1"
"180","拳エクスブースター","戦技アビリティ","拳装備時、その武器によるダメージが50%アップする","7016:拳神（Lv14）","244:百獣王（Lv17）；291:神竜（Lv18）；318:神蟲（Lv18）","30","拳极限增强","战技能力","装备拳时，该武器造成的伤害提升50%","7016:拳神（Lv14）","244:百兽王（Lv17）；291:神龙（Lv18）；318:神虫（Lv18）","1"
"181","牙ブースター","戦技アビリティ","牙装備時、その武器によるダメージが15%アップする","6999:魔物魂（Lv10）","235:スピードビースト（Lv9）；248:狐魔獣（Lv9）；279:エイビス（Lv9）；287:飛竜（Lv7）","10","牙增强","战技能力","装备牙时，该武器造成的伤害提升15%","6999:魔物魂（Lv10）","235:速度兽（Lv9）；248:狐魔兽（Lv9）；279:龙鸟（Lv9）；287:飞龙（Lv7）","1"
"182","牙ハイブースター","戦技アビリティ","牙装備時、その武器によるダメージが30%アップする","7000:ワイルドハート（Lv8）","236:疾空の魔獣（Lv9）；249:上級狐魔獣（Lv8）；280:ガルーダ（Lv9）；288:バハムート（Lv6）","20","牙高级增强","战技能力","装备牙时，该武器造成的伤害提升30%","7000:野性之心（Lv8）","236:疾空魔兽（Lv9）；249:上级狐魔兽（Lv8）；280:迦楼罗（Lv9）；288:巴哈姆特（Lv6）","1"
"183","牙エクスブースター","戦技アビリティ","牙装備時、その武器によるダメージが50%アップする","7056:超魔生物（Lv11）","166:魔王（Lv13）；244:百獣王（Lv17）；291:神竜（Lv18）","30","牙极限增强","战技能力","装备牙时，该武器造成的伤害提升50%","7056:超魔生物（Lv11）","166:魔王（Lv13）；244:百兽王（Lv17）；291:神龙（Lv18）","1"
"184","斧ブースター","戦技アビリティ","斧装備時、その武器によるダメージが15%アップする","17:狂戦士（Lv9）","","10","斧增强","战技能力","装备斧时，该武器造成的伤害提升15%","17:狂战士（Lv9）","","1"
"185","斧ハイブースター","戦技アビリティ","斧装備時、その武器によるダメージが30%アップする","18:ベルセルク（Lv9）","","20","斧高级增强","战技能力","装备斧时，该武器造成的伤害提升30%","18:狂怒战士（Lv9）","","1"
